Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
30.03.2015 13:15 - 30.03.2015 13:30,76769,81010
30.03.2015 13:30 - 30.03.2015 13:45,76326,80374
30.03.2015 13:45 - 30.03.2015 14:00,75595,79783
30.03.2015 14:00 - 30.03.2015 14:15,75317,79607
30.03.2015 14:15 - 30.03.2015 14:30,75243,78944
30.03.2015 14:30 - 30.03.2015 14:45,74997,78683
30.03.2015 14:45 - 30.03.2015 15:00,74827,78251
30.03.2015 15:00 - 30.03.2015 15:15,74696,78287
30.03.2015 15:15 - 30.03.2015 15:30,74380,77731
30.03.2015 15:30 - 30.03.2015 15:45,73839,77125
30.03.2015 15:45 - 30.03.2015 16:00,73050,76578
30.03.2015 16:00 - 30.03.2015 16:15,72408,75722
30.03.2015 16:15 - 30.03.2015 16:30,72094,75418
30.03.2015 16:30 - 30.03.2015 16:45,71520,74631
30.03.2015 16:45 - 30.03.2015 17:00,71162,74218
30.03.2015 17:00 - 30.03.2015 17:15,70885,74028
30.03.2015 17:15 - 30.03.2015 17:30,70973,73909
30.03.2015 17:30 - 30.03.2015 17:45,71204,73714
30.03.2015 17:45 - 30.03.2015 18:00,72509,73821
30.03.2015 18:00 - 30.03.2015 18:15,71486,73191
30.03.2015 18:15 - 30.03.2015 18:30,71642,73085
30.03.2015 18:30 - 30.03.2015 18:45,72344,73607
30.03.2015 18:45 - 30.03.2015 19:00,73129,73620
30.03.2015 19:00 - 30.03.2015 19:15,73738,74213
30.03.2015 19:15 - 30.03.2015 19:30,73322,74038
30.03.2015 19:30 - 30.03.2015 19:45,73122,74839
30.03.2015 19:45 - 30.03.2015 20:00,72587,75200
30.03.2015 20:00 - 30.03.2015 20:15,71744,75515
30.03.2015 20:15 - 30.03.2015 20:30,70806,74880
30.03.2015 20:30 - 30.03.2015 20:45,70044,74892
30.03.2015 20:45 - 30.03.2015 21:00,68986,73170
30.03.2015 21:00 - 30.03.2015 21:15,68047,73123
30.03.2015 21:15 - 30.03.2015 21:30,67423,71844
30.03.2015 21:30 - 30.03.2015 21:45,66259,71060
30.03.2015 21:45 - 30.03.2015 22:00,65293,69486
30.03.2015 22:00 - 30.03.2015 22:15,65292,68978
30.03.2015 22:15 - 30.03.2015 22:30,64349,67339
30.03.2015 22:30 - 30.03.2015 22:45,62981,66584
30.03.2015 22:45 - 30.03.2015 23:00,61609,65114
30.03.2015 23:00 - 30.03.2015 23:15,60326,63785
30.03.2015 23:15 - 30.03.2015 23:30,58871,61893
30.03.2015 23:30 - 30.03.2015 23:45,57885,61418
30.03.2015 23:45 - 31.03.2015 00:00,56916,60454
31.03.2015 00:00 - 31.03.2015 00:15,54315,60021
31.03.2015 00:15 - 31.03.2015 00:30,55920,58907
31.03.2015 00:30 - 31.03.2015 00:45,55302,57611
31.03.2015 00:45 - 31.03.2015 01:00,54583,56940
31.03.2015 01:00 - 31.03.2015 01:15,54159,56304
31.03.2015 01:15 - 31.03.2015 01:30,53835,55687
31.03.2015 01:30 - 31.03.2015 01:45,53591,55729
31.03.2015 01:45 - 31.03.2015 02:00,53308,55337
31.03.2015 02:00 - 31.03.2015 02:15,53124,55397
31.03.2015 02:15 - 31.03.2015 02:30,52713,55173
31.03.2015 02:30 - 31.03.2015 02:45,52939,55273
31.03.2015 02:45 - 31.03.2015 03:00,53218,55115
31.03.2015 03:00 - 31.03.2015 03:15,53298,55577
31.03.2015 03:15 - 31.03.2015 03:30,53423,55562
31.03.2015 03:30 - 31.03.2015 03:45,53201,55903
31.03.2015 03:45 - 31.03.2015 04:00,53938,56014
31.03.2015 04:00 - 31.03.2015 04:15,54733,56735
31.03.2015 04:15 - 31.03.2015 04:30,54821,57187
31.03.2015 04:30 - 31.03.2015 04:45,55561,57828
31.03.2015 04:45 - 31.03.2015 05:00,56580,58589
31.03.2015 05:00 - 31.03.2015 05:15,58471,60109
31.03.2015 05:15 - 31.03.2015 05:30,59284,61109
31.03.2015 05:30 - 31.03.2015 05:45,60620,62556
31.03.2015 05:45 - 31.03.2015 06:00,62266,63848
31.03.2015 06:00 - 31.03.2015 06:15,66165,66708
31.03.2015 06:15 - 31.03.2015 06:30,68277,69079
31.03.2015 06:30 - 31.03.2015 06:45,69794,71292
31.03.2015 06:45 - 31.03.2015 07:00,71155,72852
31.03.2015 07:00 - 31.03.2015 07:15,73086,74971
31.03.2015 07:15 - 31.03.2015 07:30,72432,76275
31.03.2015 07:30 - 31.03.2015 07:45,73107,77638
31.03.2015 07:45 - 31.03.2015 08:00,73978,78421
31.03.2015 08:00 - 31.03.2015 08:15,74604,79592
31.03.2015 08:15 - 31.03.2015 08:30,75079,80255
31.03.2015 08:30 - 31.03.2015 08:45,75398,80514
31.03.2015 08:45 - 31.03.2015 09:00,75700,80676
31.03.2015 09:00 - 31.03.2015 09:15,75671,80842
31.03.2015 09:15 - 31.03.2015 09:30,76214,81072
31.03.2015 09:30 - 31.03.2015 09:45,76567,81843
31.03.2015 09:45 - 31.03.2015 10:00,76712,82302
31.03.2015 10:00 - 31.03.2015 10:15,77118,82398
31.03.2015 10:15 - 31.03.2015 10:30,77313,82398
31.03.2015 10:30 - 31.03.2015 10:45,77715,82968
31.03.2015 10:45 - 31.03.2015 11:00,78032,83257
31.03.2015 11:00 - 31.03.2015 11:15,78270,83216
31.03.2015 11:15 - 31.03.2015 11:30,78369,83795
31.03.2015 11:30 - 31.03.2015 11:45,78578,84462
31.03.2015 11:45 - 31.03.2015 12:00,78296,84116
31.03.2015 12:00 - 31.03.2015 12:15,77910,83230
31.03.2015 12:15 - 31.03.2015 12:30,77413,82326
31.03.2015 12:30 - 31.03.2015 12:45,77562,82254
31.03.2015 12:45 - 31.03.2015 13:00,77435,82093
31.03.2015 13:00 - 31.03.2015 13:15,77399,82310
31.03.2015 13:15 - 31.03.2015 13:30,77015,81851
31.03.2015 13:30 - 31.03.2015 13:45,76547,81129
31.03.2015 13:45 - 31.03.2015 14:00,75849,80133
31.03.2015 14:00 - 31.03.2015 14:15,75559,80094
31.03.2015 14:15 - 31.03.2015 14:30,75241,80000
31.03.2015 14:30 - 31.03.2015 14:45,75007,79682
31.03.2015 14:45 - 31.03.2015 15:00,74799,79097
31.03.2015 15:00 - 31.03.2015 15:15,74368,78743
31.03.2015 15:15 - 31.03.2015 15:30,74071,78305
31.03.2015 15:30 - 31.03.2015 15:45,73577,78156
31.03.2015 15:45 - 31.03.2015 16:00,72698,77188
31.03.2015 16:00 - 31.03.2015 16:15,72235,76341
31.03.2015 16:15 - 31.03.2015 16:30,71909,75411
31.03.2015 16:30 - 31.03.2015 16:45,71555,75127
31.03.2015 16:45 - 31.03.2015 17:00,71200,75088
31.03.2015 17:00 - 31.03.2015 17:15,71075,74976
31.03.2015 17:15 - 31.03.2015 17:30,71153,74947
31.03.2015 17:30 - 31.03.2015 17:45,71300,74821
31.03.2015 17:45 - 31.03.2015 18:00,70845,74637
31.03.2015 18:00 - 31.03.2015 18:15,71442,74397
31.03.2015 18:15 - 31.03.2015 18:30,71697,74389
31.03.2015 18:30 - 31.03.2015 18:45,72386,74593
31.03.2015 18:45 - 31.03.2015 19:00,73023,74682
31.03.2015 19:00 - 31.03.2015 19:15,73331,75051
31.03.2015 19:15 - 31.03.2015 19:30,72782,75119
31.03.2015 19:30 - 31.03.2015 19:45,72517,75397
31.03.2015 19:45 - 31.03.2015 20:00,71906,75930
31.03.2015 20:00 - 31.03.2015 20:15,70849,76289
31.03.2015 20:15 - 31.03.2015 20:30,70104,76545
31.03.2015 20:30 - 31.03.2015 20:45,69383,75704
31.03.2015 20:45 - 31.03.2015 21:00,68262,74333
31.03.2015 21:00 - 31.03.2015 21:15,67741,74008
31.03.2015 21:15 - 31.03.2015 21:30,67068,72893
31.03.2015 21:30 - 31.03.2015 21:45,65803,71684
31.03.2015 21:45 - 31.03.2015 22:00,64717,70492
31.03.2015 22:00 - 31.03.2015 22:15,64420,70358
31.03.2015 22:15 - 31.03.2015 22:30,63370,69471
31.03.2015 22:30 - 31.03.2015 22:45,62015,68114
31.03.2015 22:45 - 31.03.2015 23:00,60814,66853
31.03.2015 23:00 - 31.03.2015 23:15,59521,65542
31.03.2015 23:15 - 31.03.2015 23:30,58168,63907
31.03.2015 23:30 - 31.03.2015 23:45,57192,62516
31.03.2015 23:45 - 01.04.2015 00:00,56145,61554
01.04.2015 00:00 - 01.04.2015 00:15,57209,60992
01.04.2015 00:15 - 01.04.2015 00:30,56623,60230
01.04.2015 00:30 - 01.04.2015 00:45,55806,59397
01.04.2015 00:45 - 01.04.2015 01:00,55152,58803
01.04.2015 01:00 - 01.04.2015 01:15,54646,58100
01.04.2015 01:15 - 01.04.2015 01:30,54167,57481
01.04.2015 01:30 - 01.04.2015 01:45,53791,57058
01.04.2015 01:45 - 01.04.2015 02:00,53414,56821
01.04.2015 02:00 - 01.04.2015 02:15,53235,56381
01.04.2015 02:15 - 01.04.2015 02:30,52986,56345
01.04.2015 02:30 - 01.04.2015 02:45,53129,56311
01.04.2015 02:45 - 01.04.2015 03:00,53113,56857
01.04.2015 03:00 - 01.04.2015 03:15,53337,56755
01.04.2015 03:15 - 01.04.2015 03:30,53535,56948
01.04.2015 03:30 - 01.04.2015 03:45,53576,57128
01.04.2015 03:45 - 01.04.2015 04:00,54067,57300
01.04.2015 04:00 - 01.04.2015 04:15,54840,58097
01.04.2015 04:15 - 01.04.2015 04:30,55375,58540
01.04.2015 04:30 - 01.04.2015 04:45,56089,59148
01.04.2015 04:45 - 01.04.2015 05:00,57008,59898
01.04.2015 05:00 - 01.04.2015 05:15,58438,61513
01.04.2015 05:15 - 01.04.2015 05:30,59232,62450
01.04.2015 05:30 - 01.04.2015 05:45,60382,63462
01.04.2015 05:45 - 01.04.2015 06:00,61942,64765
01.04.2015 06:00 - 01.04.2015 06:15,65468,67471
01.04.2015 06:15 - 01.04.2015 06:30,67349,69326
01.04.2015 06:30 - 01.04.2015 06:45,69597,71220
01.04.2015 06:45 - 01.04.2015 07:00,70753,72429
01.04.2015 07:00 - 01.04.2015 07:15,72845,74147
01.04.2015 07:15 - 01.04.2015 07:30,74007,75273
01.04.2015 07:30 - 01.04.2015 07:45,74641,76437
01.04.2015 07:45 - 01.04.2015 08:00,75887,77472
01.04.2015 08:00 - 01.04.2015 08:15,76894,78702
01.04.2015 08:15 - 01.04.2015 08:30,77767,78883
01.04.2015 08:30 - 01.04.2015 08:45,77398,79650
01.04.2015 08:45 - 01.04.2015 09:00,78103,79949
01.04.2015 09:00 - 01.04.2015 09:15,77995,79928
01.04.2015 09:15 - 01.04.2015 09:30,77885,80339
01.04.2015 09:30 - 01.04.2015 09:45,78772,81247
01.04.2015 09:45 - 01.04.2015 10:00,79124,81198
01.04.2015 10:00 - 01.04.2015 10:15,78590,81753
01.04.2015 10:15 - 01.04.2015 10:30,78519,82031
01.04.2015 10:30 - 01.04.2015 10:45,79148,82442
01.04.2015 10:45 - 01.04.2015 11:00,79106,82710
01.04.2015 11:00 - 01.04.2015 11:15,79901,83183
01.04.2015 11:15 - 01.04.2015 11:30,79960,83476
01.04.2015 11:30 - 01.04.2015 11:45,80159,83983
01.04.2015 11:45 - 01.04.2015 12:00,80265,83790
01.04.2015 12:00 - 01.04.2015 12:15,79165,82906
01.04.2015 12:15 - 01.04.2015 12:30,79304,82616
01.04.2015 12:30 - 01.04.2015 12:45,79041,82464
01.04.2015 12:45 - 01.04.2015 13:00,78957,82092
01.04.2015 13:00 - 01.04.2015 13:15,79094,82082
01.04.2015 13:15 - 01.04.2015 13:30,78581,81746
01.04.2015 13:30 - 01.04.2015 13:45,78406,81636
01.04.2015 13:45 - 01.04.2015 14:00,77123,80682
01.04.2015 14:00 - 01.04.2015 14:15,77226,80536
01.04.2015 14:15 - 01.04.2015 14:30,77174,80608
01.04.2015 14:30 - 01.04.2015 14:45,77107,80459
01.04.2015 14:45 - 01.04.2015 15:00,76347,80277
01.04.2015 15:00 - 01.04.2015 15:15,76202,80339
01.04.2015 15:15 - 01.04.2015 15:30,75972,79690
01.04.2015 15:30 - 01.04.2015 15:45,75322,78888
01.04.2015 15:45 - 01.04.2015 16:00,74444,78626
01.04.2015 16:00 - 01.04.2015 16:15,74415,78115
01.04.2015 16:15 - 01.04.2015 16:30,73807,77341
01.04.2015 16:30 - 01.04.2015 16:45,73431,76904
01.04.2015 16:45 - 01.04.2015 17:00,73361,76376
01.04.2015 17:00 - 01.04.2015 17:15,73506,75531
01.04.2015 17:15 - 01.04.2015 17:30,73366,75966
01.04.2015 17:30 - 01.04.2015 17:45,73603,75777
01.04.2015 17:45 - 01.04.2015 18:00,73521,76114
01.04.2015 18:00 - 01.04.2015 18:15,74031,75795
01.04.2015 18:15 - 01.04.2015 18:30,73940,75764
01.04.2015 18:30 - 01.04.2015 18:45,74661,76410
01.04.2015 18:45 - 01.04.2015 19:00,75031,76434
01.04.2015 19:00 - 01.04.2015 19:15,75299,76220
01.04.2015 19:15 - 01.04.2015 19:30,74898,76169
01.04.2015 19:30 - 01.04.2015 19:45,74588,76861
01.04.2015 19:45 - 01.04.2015 20:00,74373,77037
01.04.2015 20:00 - 01.04.2015 20:15,73465,77617
01.04.2015 20:15 - 01.04.2015 20:30,73031,77053
01.04.2015 20:30 - 01.04.2015 20:45,72376,76386
01.04.2015 20:45 - 01.04.2015 21:00,71071,75201
01.04.2015 21:00 - 01.04.2015 21:15,70428,74394
01.04.2015 21:15 - 01.04.2015 21:30,70176,73555
01.04.2015 21:30 - 01.04.2015 21:45,68875,72430
01.04.2015 21:45 - 01.04.2015 22:00,67802,71380
01.04.2015 22:00 - 01.04.2015 22:15,67219,71718
01.04.2015 22:15 - 01.04.2015 22:30,66181,70506
01.04.2015 22:30 - 01.04.2015 22:45,64804,69042
01.04.2015 22:45 - 01.04.2015 23:00,63549,67271
01.04.2015 23:00 - 01.04.2015 23:15,62126,65732
01.04.2015 23:15 - 01.04.2015 23:30,60669,63973
01.04.2015 23:30 - 01.04.2015 23:45,59457,62777
01.04.2015 23:45 - 02.04.2015 00:00,58628,61524
02.04.2015 00:00 - 02.04.2015 00:15,58548,60526
02.04.2015 00:15 - 02.04.2015 00:30,57759,59796
02.04.2015 00:30 - 02.04.2015 00:45,56935,58937
02.04.2015 00:45 - 02.04.2015 01:00,56209,58122
02.04.2015 01:00 - 02.04.2015 01:15,55817,57520
02.04.2015 01:15 - 02.04.2015 01:30,55395,56986
02.04.2015 01:30 - 02.04.2015 01:45,55030,56689
02.04.2015 01:45 - 02.04.2015 02:00,54574,56364
02.04.2015 02:00 - 02.04.2015 02:15,54285,55947
02.04.2015 02:15 - 02.04.2015 02:30,53988,55783
02.04.2015 02:30 - 02.04.2015 02:45,54428,55879
02.04.2015 02:45 - 02.04.2015 03:00,53960,55837
02.04.2015 03:00 - 02.04.2015 03:15,54199,55968
02.04.2015 03:15 - 02.04.2015 03:30,54571,56309
02.04.2015 03:30 - 02.04.2015 03:45,54470,56376
02.04.2015 03:45 - 02.04.2015 04:00,54939,56475
02.04.2015 04:00 - 02.04.2015 04:15,55374,57391
02.04.2015 04:15 - 02.04.2015 04:30,56006,57897
02.04.2015 04:30 - 02.04.2015 04:45,56334,58375
02.04.2015 04:45 - 02.04.2015 05:00,57378,59102
02.04.2015 05:00 - 02.04.2015 05:15,58521,60508
02.04.2015 05:15 - 02.04.2015 05:30,59839,61293
02.04.2015 05:30 - 02.04.2015 05:45,60976,61985
02.04.2015 05:45 - 02.04.2015 06:00,62292,63547
02.04.2015 06:00 - 02.04.2015 06:15,65781,66744
02.04.2015 06:15 - 02.04.2015 06:30,67210,68885
02.04.2015 06:30 - 02.04.2015 06:45,69318,70342
02.04.2015 06:45 - 02.04.2015 07:00,69919,71736
02.04.2015 07:00 - 02.04.2015 07:15,72627,74300
02.04.2015 07:15 - 02.04.2015 07:30,74071,75531
02.04.2015 07:30 - 02.04.2015 07:45,75378,76521
02.04.2015 07:45 - 02.04.2015 08:00,76271,77680
02.04.2015 08:00 - 02.04.2015 08:15,77333,78730
02.04.2015 08:15 - 02.04.2015 08:30,78053,79238
02.04.2015 08:30 - 02.04.2015 08:45,77853,79958
02.04.2015 08:45 - 02.04.2015 09:00,78693,80351
02.04.2015 09:00 - 02.04.2015 09:15,78429,80074
02.04.2015 09:15 - 02.04.2015 09:30,78204,80648
02.04.2015 09:30 - 02.04.2015 09:45,79054,81217
02.04.2015 09:45 - 02.04.2015 10:00,79164,81675
02.04.2015 10:00 - 02.04.2015 10:15,79485,82107
02.04.2015 10:15 - 02.04.2015 10:30,79119,82205
02.04.2015 10:30 - 02.04.2015 10:45,79943,82687
02.04.2015 10:45 - 02.04.2015 11:00,80211,83018
02.04.2015 11:00 - 02.04.2015 11:15,80945,83352
02.04.2015 11:15 - 02.04.2015 11:30,80908,83731
02.04.2015 11:30 - 02.04.2015 11:45,80954,83900
02.04.2015 11:45 - 02.04.2015 12:00,80845,83565
02.04.2015 12:00 - 02.04.2015 12:15,79971,82373
02.04.2015 12:15 - 02.04.2015 12:30,79958,82065
02.04.2015 12:30 - 02.04.2015 12:45,79705,81682
02.04.2015 12:45 - 02.04.2015 13:00,79855,81455
02.04.2015 13:00 - 02.04.2015 13:15,79801,81260
02.04.2015 13:15 - 02.04.2015 13:30,79293,80727
02.04.2015 13:30 - 02.04.2015 13:45,78529,80331
02.04.2015 13:45 - 02.04.2015 14:00,77105,79642
02.04.2015 14:00 - 02.04.2015 14:15,77713,79879
02.04.2015 14:15 - 02.04.2015 14:30,77228,79491
02.04.2015 14:30 - 02.04.2015 14:45,77287,79108
02.04.2015 14:45 - 02.04.2015 15:00,76361,78333
02.04.2015 15:00 - 02.04.2015 15:15,76183,77827
02.04.2015 15:15 - 02.04.2015 15:30,75659,77013
02.04.2015 15:30 - 02.04.2015 15:45,74917,76734
02.04.2015 15:45 - 02.04.2015 16:00,73914,75927
02.04.2015 16:00 - 02.04.2015 16:15,74118,75232
02.04.2015 16:15 - 02.04.2015 16:30,73357,74526
02.04.2015 16:30 - 02.04.2015 16:45,73017,74426
02.04.2015 16:45 - 02.04.2015 17:00,72973,73879
02.04.2015 17:00 - 02.04.2015 17:15,72939,73817
02.04.2015 17:15 - 02.04.2015 17:30,72855,73490
02.04.2015 17:30 - 02.04.2015 17:45,72964,73620
02.04.2015 17:45 - 02.04.2015 18:00,73047,73417
02.04.2015 18:00 - 02.04.2015 18:15,73228,73158
02.04.2015 18:15 - 02.04.2015 18:30,72964,72961
02.04.2015 18:30 - 02.04.2015 18:45,73924,72921
02.04.2015 18:45 - 02.04.2015 19:00,74147,72980
02.04.2015 19:00 - 02.04.2015 19:15,74544,72989
02.04.2015 19:15 - 02.04.2015 19:30,74263,72634
02.04.2015 19:30 - 02.04.2015 19:45,74074,72658
02.04.2015 19:45 - 02.04.2015 20:00,73710,73139
02.04.2015 20:00 - 02.04.2015 20:15,73109,73449
02.04.2015 20:15 - 02.04.2015 20:30,72708,73439
02.04.2015 20:30 - 02.04.2015 20:45,71714,72960
02.04.2015 20:45 - 02.04.2015 21:00,70169,71908
02.04.2015 21:00 - 02.04.2015 21:15,69520,70915
02.04.2015 21:15 - 02.04.2015 21:30,69507,69883
02.04.2015 21:30 - 02.04.2015 21:45,68008,68762
02.04.2015 21:45 - 02.04.2015 22:00,66930,67277
02.04.2015 22:00 - 02.04.2015 22:15,66047,67168
02.04.2015 22:15 - 02.04.2015 22:30,65667,66610
02.04.2015 22:30 - 02.04.2015 22:45,64338,65448
02.04.2015 22:45 - 02.04.2015 23:00,63259,64185
02.04.2015 23:00 - 02.04.2015 23:15,61872,63003
02.04.2015 23:15 - 02.04.2015 23:30,60632,61692
02.04.2015 23:30 - 02.04.2015 23:45,59847,60578
02.04.2015 23:45 - 03.04.2015 00:00,58996,59370
03.04.2015 00:00 - 03.04.2015 00:15,53376,57821
03.04.2015 00:15 - 03.04.2015 00:30,52466,57027
03.04.2015 00:30 - 03.04.2015 00:45,51784,55954
03.04.2015 00:45 - 03.04.2015 01:00,50886,55278
03.04.2015 01:00 - 03.04.2015 01:15,50444,54864
03.04.2015 01:15 - 03.04.2015 01:30,49653,54121
03.04.2015 01:30 - 03.04.2015 01:45,49400,53751
03.04.2015 01:45 - 03.04.2015 02:00,48924,53424
03.04.2015 02:00 - 03.04.2015 02:15,48596,53222
03.04.2015 02:15 - 03.04.2015 02:30,48336,52809
03.04.2015 02:30 - 03.04.2015 02:45,48294,52823
03.04.2015 02:45 - 03.04.2015 03:00,48065,52530
03.04.2015 03:00 - 03.04.2015 03:15,48258,52481
03.04.2015 03:15 - 03.04.2015 03:30,48161,52266
03.04.2015 03:30 - 03.04.2015 03:45,48040,52251
03.04.2015 03:45 - 03.04.2015 04:00,48177,52124
03.04.2015 04:00 - 03.04.2015 04:15,48692,52369
03.04.2015 04:15 - 03.04.2015 04:30,48862,52326
03.04.2015 04:30 - 03.04.2015 04:45,49048,52459
03.04.2015 04:45 - 03.04.2015 05:00,49163,52492
03.04.2015 05:00 - 03.04.2015 05:15,49502,52503
03.04.2015 05:15 - 03.04.2015 05:30,49994,51786
03.04.2015 05:30 - 03.04.2015 05:45,49992,51618
03.04.2015 05:45 - 03.04.2015 06:00,49991,50888
03.04.2015 06:00 - 03.04.2015 06:15,50955,50369
03.04.2015 06:15 - 03.04.2015 06:30,51187,50648
03.04.2015 06:30 - 03.04.2015 06:45,51973,50918
03.04.2015 06:45 - 03.04.2015 07:00,52347,50720
03.04.2015 07:00 - 03.04.2015 07:15,53313,51269
03.04.2015 07:15 - 03.04.2015 07:30,53968,51842
03.04.2015 07:30 - 03.04.2015 07:45,54972,52602
03.04.2015 07:45 - 03.04.2015 08:00,55659,53409
03.04.2015 08:00 - 03.04.2015 08:15,56432,54379
03.04.2015 08:15 - 03.04.2015 08:30,57425,55137
03.04.2015 08:30 - 03.04.2015 08:45,58394,56295
03.04.2015 08:45 - 03.04.2015 09:00,58962,57078
03.04.2015 09:00 - 03.04.2015 09:15,59692,57950
03.04.2015 09:15 - 03.04.2015 09:30,60562,58580
03.04.2015 09:30 - 03.04.2015 09:45,61484,59357
03.04.2015 09:45 - 03.04.2015 10:00,62086,59894
03.04.2015 10:00 - 03.04.2015 10:15,62523,60571
03.04.2015 10:15 - 03.04.2015 10:30,63296,61183
03.04.2015 10:30 - 03.04.2015 10:45,63614,61711
03.04.2015 10:45 - 03.04.2015 11:00,64320,62159
03.04.2015 11:00 - 03.04.2015 11:15,64887,62921
03.04.2015 11:15 - 03.04.2015 11:30,65381,63672
03.04.2015 11:30 - 03.04.2015 11:45,65694,64202
03.04.2015 11:45 - 03.04.2015 12:00,65394,64152
03.04.2015 12:00 - 03.04.2015 12:15,65075,63267
03.04.2015 12:15 - 03.04.2015 12:30,64370,62637
03.04.2015 12:30 - 03.04.2015 12:45,63923,61943
03.04.2015 12:45 - 03.04.2015 13:00,63824,61347
03.04.2015 13:00 - 03.04.2015 13:15,63127,60552
03.04.2015 13:15 - 03.04.2015 13:30,62507,59998
03.04.2015 13:30 - 03.04.2015 13:45,62014,59305
03.04.2015 13:45 - 03.04.2015 14:00,61237,58616
03.04.2015 14:00 - 03.04.2015 14:15,60387,58505
03.04.2015 14:15 - 03.04.2015 14:30,60036,57995
03.04.2015 14:30 - 03.04.2015 14:45,59483,57546
03.04.2015 14:45 - 03.04.2015 15:00,59191,57366
03.04.2015 15:00 - 03.04.2015 15:15,58834,57375
03.04.2015 15:15 - 03.04.2015 15:30,58152,56786
03.04.2015 15:30 - 03.04.2015 15:45,57635,56474
03.04.2015 15:45 - 03.04.2015 16:00,57403,56195
03.04.2015 16:00 - 03.04.2015 16:15,56656,55827
03.04.2015 16:15 - 03.04.2015 16:30,56578,55843
03.04.2015 16:30 - 03.04.2015 16:45,56096,55638
03.04.2015 16:45 - 03.04.2015 17:00,56591,55377
03.04.2015 17:00 - 03.04.2015 17:15,56649,56176
03.04.2015 17:15 - 03.04.2015 17:30,57013,56376
03.04.2015 17:30 - 03.04.2015 17:45,57613,56642
03.04.2015 17:45 - 03.04.2015 18:00,57269,57035
03.04.2015 18:00 - 03.04.2015 18:15,58413,57671
03.04.2015 18:15 - 03.04.2015 18:30,58919,57874
03.04.2015 18:30 - 03.04.2015 18:45,59354,58302
03.04.2015 18:45 - 03.04.2015 19:00,59282,58387
03.04.2015 19:00 - 03.04.2015 19:15,59901,58901
03.04.2015 19:15 - 03.04.2015 19:30,60369,58847
03.04.2015 19:30 - 03.04.2015 19:45,60177,59228
03.04.2015 19:45 - 03.04.2015 20:00,59635,59724
03.04.2015 20:00 - 03.04.2015 20:15,59503,60418
03.04.2015 20:15 - 03.04.2015 20:30,59128,60836
03.04.2015 20:30 - 03.04.2015 20:45,58864,60229
03.04.2015 20:45 - 03.04.2015 21:00,58644,59469
03.04.2015 21:00 - 03.04.2015 21:15,58692,59052
03.04.2015 21:15 - 03.04.2015 21:30,58357,58610
03.04.2015 21:30 - 03.04.2015 21:45,57896,58057
03.04.2015 21:45 - 03.04.2015 22:00,57354,57578
03.04.2015 22:00 - 03.04.2015 22:15,58047,58420
03.04.2015 22:15 - 03.04.2015 22:30,57161,58167
03.04.2015 22:30 - 03.04.2015 22:45,56364,57572
03.04.2015 22:45 - 03.04.2015 23:00,55710,56466
03.04.2015 23:00 - 03.04.2015 23:15,54983,55911
03.04.2015 23:15 - 03.04.2015 23:30,53991,54885
03.04.2015 23:30 - 03.04.2015 23:45,53018,53928
03.04.2015 23:45 - 04.04.2015 00:00,52014,52870
04.04.2015 00:00 - 04.04.2015 00:15,50381,52233
04.04.2015 00:15 - 04.04.2015 00:30,49580,51336
04.04.2015 00:30 - 04.04.2015 00:45,49126,50590
04.04.2015 00:45 - 04.04.2015 01:00,48618,49820
04.04.2015 01:00 - 04.04.2015 01:15,48110,49224
04.04.2015 01:15 - 04.04.2015 01:30,47621,48773
04.04.2015 01:30 - 04.04.2015 01:45,47222,48322
04.04.2015 01:45 - 04.04.2015 02:00,46979,47725
04.04.2015 02:00 - 04.04.2015 02:15,46835,47652
04.04.2015 02:15 - 04.04.2015 02:30,46281,47511
04.04.2015 02:30 - 04.04.2015 02:45,46237,47559
04.04.2015 02:45 - 04.04.2015 03:00,46199,47269
04.04.2015 03:00 - 04.04.2015 03:15,46382,47196
04.04.2015 03:15 - 04.04.2015 03:30,46417,47381
04.04.2015 03:30 - 04.04.2015 03:45,46336,47234
04.04.2015 03:45 - 04.04.2015 04:00,46486,47233
04.04.2015 04:00 - 04.04.2015 04:15,46884,47471
04.04.2015 04:15 - 04.04.2015 04:30,46988,47616
04.04.2015 04:30 - 04.04.2015 04:45,47448,47820
04.04.2015 04:45 - 04.04.2015 05:00,47722,47924
04.04.2015 05:00 - 04.04.2015 05:15,48308,48662
04.04.2015 05:15 - 04.04.2015 05:30,48391,48725
04.04.2015 05:30 - 04.04.2015 05:45,48576,48751
04.04.2015 05:45 - 04.04.2015 06:00,48850,49042
04.04.2015 06:00 - 04.04.2015 06:15,49441,49198
04.04.2015 06:15 - 04.04.2015 06:30,49776,49839
04.04.2015 06:30 - 04.04.2015 06:45,50162,50108
04.04.2015 06:45 - 04.04.2015 07:00,50941,50270
04.04.2015 07:00 - 04.04.2015 07:15,51888,51169
04.04.2015 07:15 - 04.04.2015 07:30,52730,51728
04.04.2015 07:30 - 04.04.2015 07:45,53712,52579
04.04.2015 07:45 - 04.04.2015 08:00,54493,53481
04.04.2015 08:00 - 04.04.2015 08:15,55486,54843
04.04.2015 08:15 - 04.04.2015 08:30,56356,55740
04.04.2015 08:30 - 04.04.2015 08:45,57106,56678
04.04.2015 08:45 - 04.04.2015 09:00,57768,57734
04.04.2015 09:00 - 04.04.2015 09:15,58521,58768
04.04.2015 09:15 - 04.04.2015 09:30,59421,59565
