"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.10.2019 06:30 - 22.10.2019 06:45","58073","61506"
"22.10.2019 06:45 - 22.10.2019 07:00","59377","63445"
"22.10.2019 07:00 - 22.10.2019 07:15","61316","65509"
"22.10.2019 07:15 - 22.10.2019 07:30","62122","66456"
"22.10.2019 07:30 - 22.10.2019 07:45","63099","66916"
"22.10.2019 07:45 - 22.10.2019 08:00","63619","67239"
"22.10.2019 08:00 - 22.10.2019 08:15","63900","67762"
"22.10.2019 08:15 - 22.10.2019 08:30","64103","68085"
"22.10.2019 08:30 - 22.10.2019 08:45","64338","68279"
"22.10.2019 08:45 - 22.10.2019 09:00","64444","68126"
"22.10.2019 09:00 - 22.10.2019 09:15","64266","67575"
"22.10.2019 09:15 - 22.10.2019 09:30","64610","67809"
"22.10.2019 09:30 - 22.10.2019 09:45","65179","68161"
"22.10.2019 09:45 - 22.10.2019 10:00","65503","68381"
"22.10.2019 10:00 - 22.10.2019 10:15","65445","68332"
"22.10.2019 10:15 - 22.10.2019 10:30","66001","68752"
"22.10.2019 10:30 - 22.10.2019 10:45","66252","69092"
"22.10.2019 10:45 - 22.10.2019 11:00","66673","69355"
"22.10.2019 11:00 - 22.10.2019 11:15","66938","69143"
"22.10.2019 11:15 - 22.10.2019 11:30","67581","69687"
"22.10.2019 11:30 - 22.10.2019 11:45","67857","69874"
"22.10.2019 11:45 - 22.10.2019 12:00","67949","69449"
"22.10.2019 12:00 - 22.10.2019 12:15","67648","68676"
"22.10.2019 12:15 - 22.10.2019 12:30","67425","68447"
"22.10.2019 12:30 - 22.10.2019 12:45","67302","68545"
"22.10.2019 12:45 - 22.10.2019 13:00","67238","68629"
"22.10.2019 13:00 - 22.10.2019 13:15","67041","68801"
"22.10.2019 13:15 - 22.10.2019 13:30","66639","68524"
"22.10.2019 13:30 - 22.10.2019 13:45","66142","68346"
"22.10.2019 13:45 - 22.10.2019 14:00","65432","67677"
"22.10.2019 14:00 - 22.10.2019 14:15","65249","66994"
"22.10.2019 14:15 - 22.10.2019 14:30","65030","66964"
"22.10.2019 14:30 - 22.10.2019 14:45","64847","66782"
"22.10.2019 14:45 - 22.10.2019 15:00","64468","66639"
"22.10.2019 15:00 - 22.10.2019 15:15","64385","66479"
"22.10.2019 15:15 - 22.10.2019 15:30","63872","66150"
"22.10.2019 15:30 - 22.10.2019 15:45","63442","65810"
"22.10.2019 15:45 - 22.10.2019 16:00","63085","65287"
"22.10.2019 16:00 - 22.10.2019 16:15","62893","65268"
"22.10.2019 16:15 - 22.10.2019 16:30","62553","64806"
"22.10.2019 16:30 - 22.10.2019 16:45","62700","64797"
"22.10.2019 16:45 - 22.10.2019 17:00","62395","64658"
"22.10.2019 17:00 - 22.10.2019 17:15","62470","64942"
"22.10.2019 17:15 - 22.10.2019 17:30","62619","65179"
"22.10.2019 17:30 - 22.10.2019 17:45","62825","65442"
"22.10.2019 17:45 - 22.10.2019 18:00","63318","66062"
"22.10.2019 18:00 - 22.10.2019 18:15","63404","66634"
"22.10.2019 18:15 - 22.10.2019 18:30","63953","67615"
"22.10.2019 18:30 - 22.10.2019 18:45","64675","68930"
"22.10.2019 18:45 - 22.10.2019 19:00","65121","69526"
"22.10.2019 19:00 - 22.10.2019 19:15","65468","69595"
"22.10.2019 19:15 - 22.10.2019 19:30","65147","68975"
"22.10.2019 19:30 - 22.10.2019 19:45","64882","68429"
"22.10.2019 19:45 - 22.10.2019 20:00","64394","68011"
"22.10.2019 20:00 - 22.10.2019 20:15","63426","66478"
"22.10.2019 20:15 - 22.10.2019 20:30","62306","65275"
"22.10.2019 20:30 - 22.10.2019 20:45","61474","64092"
"22.10.2019 20:45 - 22.10.2019 21:00","60505","63101"
"22.10.2019 21:00 - 22.10.2019 21:15","59498","62197"
"22.10.2019 21:15 - 22.10.2019 21:30","58609","61424"
"22.10.2019 21:30 - 22.10.2019 21:45","57670","59931"
"22.10.2019 21:45 - 22.10.2019 22:00","56801","58851"
"22.10.2019 22:00 - 22.10.2019 22:15","56110","57931"
"22.10.2019 22:15 - 22.10.2019 22:30","55033","57292"
"22.10.2019 22:30 - 22.10.2019 22:45","53871","55996"
"22.10.2019 22:45 - 22.10.2019 23:00","53067","54655"
"22.10.2019 23:00 - 22.10.2019 23:15","51926","53253"
"22.10.2019 23:15 - 22.10.2019 23:30","51029","52241"
"22.10.2019 23:30 - 22.10.2019 23:45","50164","51202"
"22.10.2019 23:45 - 23.10.2019 00:00","49413","50300"
"23.10.2019 00:00 - 23.10.2019 00:15","47707","49269"
"23.10.2019 00:15 - 23.10.2019 00:30","47071","48835"
"23.10.2019 00:30 - 23.10.2019 00:45","46502","48080"
"23.10.2019 00:45 - 23.10.2019 01:00","46111","47370"
"23.10.2019 01:00 - 23.10.2019 01:15","45625","46832"
"23.10.2019 01:15 - 23.10.2019 01:30","45351","46302"
"23.10.2019 01:30 - 23.10.2019 01:45","44991","46207"
"23.10.2019 01:45 - 23.10.2019 02:00","44795","45874"
"23.10.2019 02:00 - 23.10.2019 02:15","44364","45480"
"23.10.2019 02:15 - 23.10.2019 02:30","44316","45283"
"23.10.2019 02:30 - 23.10.2019 02:45","44332","45274"
"23.10.2019 02:45 - 23.10.2019 03:00","44412","45403"
"23.10.2019 03:00 - 23.10.2019 03:15","44565","45621"
"23.10.2019 03:15 - 23.10.2019 03:30","44687","45742"
"23.10.2019 03:30 - 23.10.2019 03:45","44858","45695"
"23.10.2019 03:45 - 23.10.2019 04:00","45210","46037"
"23.10.2019 04:00 - 23.10.2019 04:15","45580","46895"
"23.10.2019 04:15 - 23.10.2019 04:30","46043","47076"
"23.10.2019 04:30 - 23.10.2019 04:45","46488","47594"
"23.10.2019 04:45 - 23.10.2019 05:00","47031","48229"
"23.10.2019 05:00 - 23.10.2019 05:15","48440","49751"
"23.10.2019 05:15 - 23.10.2019 05:30","49059","50848"
"23.10.2019 05:30 - 23.10.2019 05:45","50170","52071"
"23.10.2019 05:45 - 23.10.2019 06:00","51628","53765"
"23.10.2019 06:00 - 23.10.2019 06:15","54741","57072"
"23.10.2019 06:15 - 23.10.2019 06:30","56749","59535"
"23.10.2019 06:30 - 23.10.2019 06:45","58491","61639"
"23.10.2019 06:45 - 23.10.2019 07:00","60244","63375"
"23.10.2019 07:00 - 23.10.2019 07:15","61909","65285"
"23.10.2019 07:15 - 23.10.2019 07:30","62779","66608"
"23.10.2019 07:30 - 23.10.2019 07:45","63327","67099"
"23.10.2019 07:45 - 23.10.2019 08:00","63737","67429"
"23.10.2019 08:00 - 23.10.2019 08:15","64181","67865"
"23.10.2019 08:15 - 23.10.2019 08:30","64558","68227"
"23.10.2019 08:30 - 23.10.2019 08:45","64773","68420"
"23.10.2019 08:45 - 23.10.2019 09:00","64832","68245"
"23.10.2019 09:00 - 23.10.2019 09:15","64300","67825"
"23.10.2019 09:15 - 23.10.2019 09:30","64575","68204"
"23.10.2019 09:30 - 23.10.2019 09:45","64849","68373"
"23.10.2019 09:45 - 23.10.2019 10:00","65198","68420"
"23.10.2019 10:00 - 23.10.2019 10:15","65185","68424"
"23.10.2019 10:15 - 23.10.2019 10:30","65456","68445"
"23.10.2019 10:30 - 23.10.2019 10:45","65704","68697"
"23.10.2019 10:45 - 23.10.2019 11:00","65953","69110"
"23.10.2019 11:00 - 23.10.2019 11:15","66129","69155"
"23.10.2019 11:15 - 23.10.2019 11:30","66665","69549"
"23.10.2019 11:30 - 23.10.2019 11:45","66739","69558"
"23.10.2019 11:45 - 23.10.2019 12:00","66944","69616"
"23.10.2019 12:00 - 23.10.2019 12:15","66361","68745"
"23.10.2019 12:15 - 23.10.2019 12:30","65903","68668"
"23.10.2019 12:30 - 23.10.2019 12:45","65933","68609"
"23.10.2019 12:45 - 23.10.2019 13:00","65981","68461"
"23.10.2019 13:00 - 23.10.2019 13:15","65813","68475"
"23.10.2019 13:15 - 23.10.2019 13:30","65748","68138"
"23.10.2019 13:30 - 23.10.2019 13:45","65434","67831"
"23.10.2019 13:45 - 23.10.2019 14:00","64866","67379"
"23.10.2019 14:00 - 23.10.2019 14:15","64701","67094"
"23.10.2019 14:15 - 23.10.2019 14:30","64510","66598"
"23.10.2019 14:30 - 23.10.2019 14:45","64155","66534"
"23.10.2019 14:45 - 23.10.2019 15:00","63764","66281"
"23.10.2019 15:00 - 23.10.2019 15:15","63673","66058"
"23.10.2019 15:15 - 23.10.2019 15:30","63151","65279"
"23.10.2019 15:30 - 23.10.2019 15:45","62829","64992"
"23.10.2019 15:45 - 23.10.2019 16:00","62569","64404"
"23.10.2019 16:00 - 23.10.2019 16:15","62265","64507"
"23.10.2019 16:15 - 23.10.2019 16:30","61817","64057"
"23.10.2019 16:30 - 23.10.2019 16:45","62014","64121"
"23.10.2019 16:45 - 23.10.2019 17:00","61972","63866"
"23.10.2019 17:00 - 23.10.2019 17:15","62148","64360"
"23.10.2019 17:15 - 23.10.2019 17:30","62370","64543"
"23.10.2019 17:30 - 23.10.2019 17:45","62540","65062"
"23.10.2019 17:45 - 23.10.2019 18:00","62782","65644"
"23.10.2019 18:00 - 23.10.2019 18:15","62912","66515"
"23.10.2019 18:15 - 23.10.2019 18:30","63468","67516"
"23.10.2019 18:30 - 23.10.2019 18:45","64338","68931"
"23.10.2019 18:45 - 23.10.2019 19:00","64873","69420"
"23.10.2019 19:00 - 23.10.2019 19:15","65174","69258"
"23.10.2019 19:15 - 23.10.2019 19:30","64737","68520"
"23.10.2019 19:30 - 23.10.2019 19:45","64493","68413"
"23.10.2019 19:45 - 23.10.2019 20:00","63936","68083"
"23.10.2019 20:00 - 23.10.2019 20:15","62832","66383"
"23.10.2019 20:15 - 23.10.2019 20:30","61645","65333"
"23.10.2019 20:30 - 23.10.2019 20:45","60495","64350"
"23.10.2019 20:45 - 23.10.2019 21:00","59724","63598"
"23.10.2019 21:00 - 23.10.2019 21:15","59048","62492"
"23.10.2019 21:15 - 23.10.2019 21:30","58251","61230"
"23.10.2019 21:30 - 23.10.2019 21:45","57381","60507"
"23.10.2019 21:45 - 23.10.2019 22:00","56531","59767"
"23.10.2019 22:00 - 23.10.2019 22:15","55996","58787"
"23.10.2019 22:15 - 23.10.2019 22:30","55121","57819"
"23.10.2019 22:30 - 23.10.2019 22:45","53973","56444"
"23.10.2019 22:45 - 23.10.2019 23:00","53013","55359"
"23.10.2019 23:00 - 23.10.2019 23:15","51753","53584"
"23.10.2019 23:15 - 23.10.2019 23:30","50844","52700"
"23.10.2019 23:30 - 23.10.2019 23:45","50008","51922"
"23.10.2019 23:45 - 24.10.2019 00:00","49229","50789"
"24.10.2019 00:00 - 24.10.2019 00:15","48093","49599"
"24.10.2019 00:15 - 24.10.2019 00:30","47437","49070"
"24.10.2019 00:30 - 24.10.2019 00:45","46852","48371"
"24.10.2019 00:45 - 24.10.2019 01:00","46402","47965"
"24.10.2019 01:00 - 24.10.2019 01:15","46008","47213"
"24.10.2019 01:15 - 24.10.2019 01:30","45730","46640"
"24.10.2019 01:30 - 24.10.2019 01:45","45336","46384"
"24.10.2019 01:45 - 24.10.2019 02:00","45148","45843"
"24.10.2019 02:00 - 24.10.2019 02:15","44665","45394"
"24.10.2019 02:15 - 24.10.2019 02:30","44547","45124"
"24.10.2019 02:30 - 24.10.2019 02:45","44543","45190"
"24.10.2019 02:45 - 24.10.2019 03:00","44648","45251"
"24.10.2019 03:00 - 24.10.2019 03:15","44814","45411"
"24.10.2019 03:15 - 24.10.2019 03:30","44835","45462"
"24.10.2019 03:30 - 24.10.2019 03:45","44904","45441"
"24.10.2019 03:45 - 24.10.2019 04:00","45066","45760"
"24.10.2019 04:00 - 24.10.2019 04:15","45554","46402"
"24.10.2019 04:15 - 24.10.2019 04:30","45902","47027"
"24.10.2019 04:30 - 24.10.2019 04:45","46477","47764"
"24.10.2019 04:45 - 24.10.2019 05:00","46990","48532"
"24.10.2019 05:00 - 24.10.2019 05:15","48397","49778"
"24.10.2019 05:15 - 24.10.2019 05:30","49186","50582"
"24.10.2019 05:30 - 24.10.2019 05:45","50238","51670"
"24.10.2019 05:45 - 24.10.2019 06:00","51712","53353"
"24.10.2019 06:00 - 24.10.2019 06:15","54594","57268"
"24.10.2019 06:15 - 24.10.2019 06:30","56825","59395"
"24.10.2019 06:30 - 24.10.2019 06:45","58610","61337"
"24.10.2019 06:45 - 24.10.2019 07:00","60053","63222"
"24.10.2019 07:00 - 24.10.2019 07:15","61959","65521"
"24.10.2019 07:15 - 24.10.2019 07:30","62930","66674"
"24.10.2019 07:30 - 24.10.2019 07:45","63849","67436"
"24.10.2019 07:45 - 24.10.2019 08:00","64547","68211"
"24.10.2019 08:00 - 24.10.2019 08:15","64742","68802"
"24.10.2019 08:15 - 24.10.2019 08:30","65105","69112"
"24.10.2019 08:30 - 24.10.2019 08:45","65288","69358"
"24.10.2019 08:45 - 24.10.2019 09:00","65277","69155"
"24.10.2019 09:00 - 24.10.2019 09:15","65108","68816"
"24.10.2019 09:15 - 24.10.2019 09:30","65422","68986"
"24.10.2019 09:30 - 24.10.2019 09:45","65704","69436"
"24.10.2019 09:45 - 24.10.2019 10:00","66009","69510"
"24.10.2019 10:00 - 24.10.2019 10:15","65930","69002"
"24.10.2019 10:15 - 24.10.2019 10:30","66036","69214"
"24.10.2019 10:30 - 24.10.2019 10:45","66349","69566"
"24.10.2019 10:45 - 24.10.2019 11:00","66676","69773"
"24.10.2019 11:00 - 24.10.2019 11:15","66892","69682"
"24.10.2019 11:15 - 24.10.2019 11:30","67033","69732"
"24.10.2019 11:30 - 24.10.2019 11:45","67301","69840"
"24.10.2019 11:45 - 24.10.2019 12:00","67367","69974"
"24.10.2019 12:00 - 24.10.2019 12:15","67025","69193"
"24.10.2019 12:15 - 24.10.2019 12:30","66832","69244"
"24.10.2019 12:30 - 24.10.2019 12:45","66809","69266"
"24.10.2019 12:45 - 24.10.2019 13:00","66775","69712"
"24.10.2019 13:00 - 24.10.2019 13:15","66747","69505"
"24.10.2019 13:15 - 24.10.2019 13:30","66793","69318"
"24.10.2019 13:30 - 24.10.2019 13:45","66089","69069"
"24.10.2019 13:45 - 24.10.2019 14:00","65504","68498"
"24.10.2019 14:00 - 24.10.2019 14:15","65544","68165"
"24.10.2019 14:15 - 24.10.2019 14:30","65475","67750"
"24.10.2019 14:30 - 24.10.2019 14:45","65303","67537"
"24.10.2019 14:45 - 24.10.2019 15:00","65106","67294"
"24.10.2019 15:00 - 24.10.2019 15:15","65173","67179"
"24.10.2019 15:15 - 24.10.2019 15:30","64707","66619"
"24.10.2019 15:30 - 24.10.2019 15:45","64402","66090"
"24.10.2019 15:45 - 24.10.2019 16:00","63998","65441"
"24.10.2019 16:00 - 24.10.2019 16:15","63799","65615"
"24.10.2019 16:15 - 24.10.2019 16:30","63334","65031"
"24.10.2019 16:30 - 24.10.2019 16:45","63477","64881"
"24.10.2019 16:45 - 24.10.2019 17:00","63322","64783"
"24.10.2019 17:00 - 24.10.2019 17:15","63517","65240"
"24.10.2019 17:15 - 24.10.2019 17:30","63644","65327"
"24.10.2019 17:30 - 24.10.2019 17:45","63798","65824"
"24.10.2019 17:45 - 24.10.2019 18:00","64059","66431"
"24.10.2019 18:00 - 24.10.2019 18:15","64318","67552"
"24.10.2019 18:15 - 24.10.2019 18:30","64774","68804"
"24.10.2019 18:30 - 24.10.2019 18:45","65523","70041"
"24.10.2019 18:45 - 24.10.2019 19:00","65825","70497"
"24.10.2019 19:00 - 24.10.2019 19:15","66044","70387"
"24.10.2019 19:15 - 24.10.2019 19:30","65617","69691"
"24.10.2019 19:30 - 24.10.2019 19:45","64973","69392"
"24.10.2019 19:45 - 24.10.2019 20:00","64468","68706"
"24.10.2019 20:00 - 24.10.2019 20:15","63291","67178"
"24.10.2019 20:15 - 24.10.2019 20:30","62159","66234"
"24.10.2019 20:30 - 24.10.2019 20:45","61174","65439"
"24.10.2019 20:45 - 24.10.2019 21:00","60067","64396"
"24.10.2019 21:00 - 24.10.2019 21:15","59306","63028"
"24.10.2019 21:15 - 24.10.2019 21:30","58551","62094"
"24.10.2019 21:30 - 24.10.2019 21:45","57712","61196"
"24.10.2019 21:45 - 24.10.2019 22:00","56774","59937"
"24.10.2019 22:00 - 24.10.2019 22:15","56253","58900"
"24.10.2019 22:15 - 24.10.2019 22:30","55333","58185"
"24.10.2019 22:30 - 24.10.2019 22:45","54179","56818"
"24.10.2019 22:45 - 24.10.2019 23:00","53325","55806"
"24.10.2019 23:00 - 24.10.2019 23:15","51986","54633"
"24.10.2019 23:15 - 24.10.2019 23:30","51116","53481"
"24.10.2019 23:30 - 24.10.2019 23:45","50311","52703"
"24.10.2019 23:45 - 25.10.2019 00:00","49386","52030"
"25.10.2019 00:00 - 25.10.2019 00:15","47683","50374"
"25.10.2019 00:15 - 25.10.2019 00:30","47034","49832"
"25.10.2019 00:30 - 25.10.2019 00:45","46496","49486"
"25.10.2019 00:45 - 25.10.2019 01:00","46130","49103"
"25.10.2019 01:00 - 25.10.2019 01:15","45664","48711"
"25.10.2019 01:15 - 25.10.2019 01:30","45265","48124"
"25.10.2019 01:30 - 25.10.2019 01:45","44756","47926"
"25.10.2019 01:45 - 25.10.2019 02:00","44501","47697"
"25.10.2019 02:00 - 25.10.2019 02:15","43980","46824"
"25.10.2019 02:15 - 25.10.2019 02:30","44035","46668"
"25.10.2019 02:30 - 25.10.2019 02:45","43983","46419"
"25.10.2019 02:45 - 25.10.2019 03:00","44046","46251"
"25.10.2019 03:00 - 25.10.2019 03:15","44131","46607"
"25.10.2019 03:15 - 25.10.2019 03:30","44312","46650"
"25.10.2019 03:30 - 25.10.2019 03:45","44323","46771"
"25.10.2019 03:45 - 25.10.2019 04:00","44494","47173"
"25.10.2019 04:00 - 25.10.2019 04:15","45048","47983"
"25.10.2019 04:15 - 25.10.2019 04:30","45475","48329"
"25.10.2019 04:30 - 25.10.2019 04:45","45924","49120"
"25.10.2019 04:45 - 25.10.2019 05:00","46648","49717"
"25.10.2019 05:00 - 25.10.2019 05:15","47991","50902"
"25.10.2019 05:15 - 25.10.2019 05:30","48728","52114"
"25.10.2019 05:30 - 25.10.2019 05:45","49766","53288"
"25.10.2019 05:45 - 25.10.2019 06:00","51309","54931"
"25.10.2019 06:00 - 25.10.2019 06:15","54391","58073"
"25.10.2019 06:15 - 25.10.2019 06:30","56492","60357"
"25.10.2019 06:30 - 25.10.2019 06:45","58239","62424"
"25.10.2019 06:45 - 25.10.2019 07:00","59882","64081"
"25.10.2019 07:00 - 25.10.2019 07:15","61725","66441"
"25.10.2019 07:15 - 25.10.2019 07:30","62635","67907"
"25.10.2019 07:30 - 25.10.2019 07:45","63203","68620"
"25.10.2019 07:45 - 25.10.2019 08:00","63654","69301"
"25.10.2019 08:00 - 25.10.2019 08:15","64150","69966"
"25.10.2019 08:15 - 25.10.2019 08:30","64297","70336"
"25.10.2019 08:30 - 25.10.2019 08:45","64721","70286"
"25.10.2019 08:45 - 25.10.2019 09:00","64819","70130"
"25.10.2019 09:00 - 25.10.2019 09:15","64454","70115"
"25.10.2019 09:15 - 25.10.2019 09:30","64685","70202"
"25.10.2019 09:30 - 25.10.2019 09:45","65274","70714"
"25.10.2019 09:45 - 25.10.2019 10:00","65368","70810"
"25.10.2019 10:00 - 25.10.2019 10:15","65402","70719"
"25.10.2019 10:15 - 25.10.2019 10:30","65757","70684"
"25.10.2019 10:30 - 25.10.2019 10:45","65868","71103"
"25.10.2019 10:45 - 25.10.2019 11:00","66246","71016"
"25.10.2019 11:00 - 25.10.2019 11:15","66444","71315"
"25.10.2019 11:15 - 25.10.2019 11:30","66851","71165"
"25.10.2019 11:30 - 25.10.2019 11:45","66881","71552"
"25.10.2019 11:45 - 25.10.2019 12:00","67052","71436"
"25.10.2019 12:00 - 25.10.2019 12:15","66594","70831"
"25.10.2019 12:15 - 25.10.2019 12:30","66269","70259"
"25.10.2019 12:30 - 25.10.2019 12:45","65938","69774"
"25.10.2019 12:45 - 25.10.2019 13:00","65721","69308"
"25.10.2019 13:00 - 25.10.2019 13:15","65264","68670"
"25.10.2019 13:15 - 25.10.2019 13:30","64790","68037"
"25.10.2019 13:30 - 25.10.2019 13:45","64261","67462"
"25.10.2019 13:45 - 25.10.2019 14:00","63798","66775"
"25.10.2019 14:00 - 25.10.2019 14:15","63390","66262"
"25.10.2019 14:15 - 25.10.2019 14:30","63305","65863"
"25.10.2019 14:30 - 25.10.2019 14:45","63182","65465"
"25.10.2019 14:45 - 25.10.2019 15:00","62940","65249"
"25.10.2019 15:00 - 25.10.2019 15:15","62780","64922"
"25.10.2019 15:15 - 25.10.2019 15:30","62255","64610"
"25.10.2019 15:30 - 25.10.2019 15:45","62149","64295"
"25.10.2019 15:45 - 25.10.2019 16:00","61737","63914"
"25.10.2019 16:00 - 25.10.2019 16:15","61581","63702"
"25.10.2019 16:15 - 25.10.2019 16:30","61328","63493"
"25.10.2019 16:30 - 25.10.2019 16:45","61424","63425"
"25.10.2019 16:45 - 25.10.2019 17:00","61218","63597"
"25.10.2019 17:00 - 25.10.2019 17:15","61389","64013"
"25.10.2019 17:15 - 25.10.2019 17:30","61550","64187"
"25.10.2019 17:30 - 25.10.2019 17:45","61698","64541"
"25.10.2019 17:45 - 25.10.2019 18:00","61880","65106"
"25.10.2019 18:00 - 25.10.2019 18:15","62187","66055"
"25.10.2019 18:15 - 25.10.2019 18:30","62646","67141"
"25.10.2019 18:30 - 25.10.2019 18:45","63446","68455"
"25.10.2019 18:45 - 25.10.2019 19:00","63786","68521"
"25.10.2019 19:00 - 25.10.2019 19:15","63828","68452"
"25.10.2019 19:15 - 25.10.2019 19:30","63204","67757"
"25.10.2019 19:30 - 25.10.2019 19:45","62703","67266"
"25.10.2019 19:45 - 25.10.2019 20:00","62319","66630"
"25.10.2019 20:00 - 25.10.2019 20:15","61285","65557"
"25.10.2019 20:15 - 25.10.2019 20:30","60072","64307"
"25.10.2019 20:30 - 25.10.2019 20:45","59003","63215"
"25.10.2019 20:45 - 25.10.2019 21:00","58027","62072"
"25.10.2019 21:00 - 25.10.2019 21:15","57186","61272"
"25.10.2019 21:15 - 25.10.2019 21:30","56496","60286"
"25.10.2019 21:30 - 25.10.2019 21:45","55573","59060"
"25.10.2019 21:45 - 25.10.2019 22:00","54640","58321"
"25.10.2019 22:00 - 25.10.2019 22:15","54041","58212"
"25.10.2019 22:15 - 25.10.2019 22:30","53169","57211"
"25.10.2019 22:30 - 25.10.2019 22:45","52134","56610"
"25.10.2019 22:45 - 25.10.2019 23:00","51291","55850"
"25.10.2019 23:00 - 25.10.2019 23:15","50108","54252"
"25.10.2019 23:15 - 25.10.2019 23:30","49219","52970"
"25.10.2019 23:30 - 25.10.2019 23:45","48475","51979"
"25.10.2019 23:45 - 26.10.2019 00:00","47578","51280"
"26.10.2019 00:00 - 26.10.2019 00:15","47634","50777"
"26.10.2019 00:15 - 26.10.2019 00:30","47029","49843"
"26.10.2019 00:30 - 26.10.2019 00:45","46395","49224"
"26.10.2019 00:45 - 26.10.2019 01:00","45922","48709"
"26.10.2019 01:00 - 26.10.2019 01:15","45285","48276"
"26.10.2019 01:15 - 26.10.2019 01:30","44868","47627"
"26.10.2019 01:30 - 26.10.2019 01:45","44414","47637"
"26.10.2019 01:45 - 26.10.2019 02:00","44103","47250"
"26.10.2019 02:00 - 26.10.2019 02:15","43647","46430"
"26.10.2019 02:15 - 26.10.2019 02:30","43356","46409"
"26.10.2019 02:30 - 26.10.2019 02:45","43230","46124"
"26.10.2019 02:45 - 26.10.2019 03:00","43213","46444"
"26.10.2019 03:00 - 26.10.2019 03:15","43222","46573"
"26.10.2019 03:15 - 26.10.2019 03:30","43170","46330"
"26.10.2019 03:30 - 26.10.2019 03:45","43169","46528"
"26.10.2019 03:45 - 26.10.2019 04:00","43269","46399"
"26.10.2019 04:00 - 26.10.2019 04:15","43486","46550"
"26.10.2019 04:15 - 26.10.2019 04:30","43628","46887"
"26.10.2019 04:30 - 26.10.2019 04:45","43791","47184"
"26.10.2019 04:45 - 26.10.2019 05:00","43991","47336"
"26.10.2019 05:00 - 26.10.2019 05:15","44370","47719"
"26.10.2019 05:15 - 26.10.2019 05:30","44415","47909"
"26.10.2019 05:30 - 26.10.2019 05:45","44585","48038"
"26.10.2019 05:45 - 26.10.2019 06:00","45036","48489"
"26.10.2019 06:00 - 26.10.2019 06:15","45990","49201"
"26.10.2019 06:15 - 26.10.2019 06:30","46659","49908"
"26.10.2019 06:30 - 26.10.2019 06:45","47498","50440"
"26.10.2019 06:45 - 26.10.2019 07:00","48151","51125"
"26.10.2019 07:00 - 26.10.2019 07:15","49326","52047"
"26.10.2019 07:15 - 26.10.2019 07:30","50030","52724"
"26.10.2019 07:30 - 26.10.2019 07:45","50911","53572"
"26.10.2019 07:45 - 26.10.2019 08:00","51926","54034"
"26.10.2019 08:00 - 26.10.2019 08:15","52612","55316"
"26.10.2019 08:15 - 26.10.2019 08:30","53084","55430"
"26.10.2019 08:30 - 26.10.2019 08:45","53912","56439"
"26.10.2019 08:45 - 26.10.2019 09:00","54514","57034"
"26.10.2019 09:00 - 26.10.2019 09:15","55162","57726"
"26.10.2019 09:15 - 26.10.2019 09:30","55860","58504"
"26.10.2019 09:30 - 26.10.2019 09:45","56349","58885"
"26.10.2019 09:45 - 26.10.2019 10:00","56679","59330"
"26.10.2019 10:00 - 26.10.2019 10:15","57109","59280"
