Pc,Pd,SOC,net_load,tariff,hour,base_price,gridload,total_demand,dispatch_load,injection_load,year,capacity limit,capacity threshold,price,dispatch
999.999999844226,0.0,2969.9999998488993,7198.749999844226,15.283235898454432,7900,97.2,6198.75,7198.749999844226,7198.749999844226,6198.75,2023,14266.75,12840.075,112.48323589845444,-999.999999844226
999.9999996893537,0.0,3939.9999995475723,7475.749999689354,15.464980832390003,7901,97.8,6475.75,7475.749999689354,7475.749999689354,6475.75,2023,14266.75,12840.075,113.26498083239,-999.9999996893537
61.85567052750562,0.0,3999.999999959253,6516.605670527506,14.835668114571732,7902,99.83,6454.75,6516.605670527506,6516.605670527506,6454.75,2023,14266.75,12840.075,114.66566811457173,-61.85567052750562
0.0,3.130750364172468e-08,3999.999999926977,7136.4999999686925,15.242392497294887,7903,105.05,7136.5,7136.5,7136.4999999686925,7136.4999999686925,2023,14266.75,12840.075,120.29239249729488,3.130750364172468e-08
0.0,7.507462389288907e-08,3999.9999998495805,7760.999999924926,15.652138747469138,7904,112.69,7761.0,7761.0,7760.999999924926,7760.999999924926,2023,14266.75,12840.075,128.34213874746914,7.507462389288907e-08
0.0,1.390917868972219e-06,3999.9999984156443,7996.9999986090825,15.80698280592989,7905,117.3,7997.0,7997.0,7996.9999986090825,7996.9999986090825,2023,14266.75,12840.075,133.10698280592987,1.390917868972219e-06
0.0,1.0893776097697764e-07,3999.9999983033376,8157.9999998910625,15.91261794893704,7906,115.29,8158.0,8158.0,8157.9999998910625,8157.9999998910625,2023,14266.75,12840.075,131.20261794893705,1.0893776097697764e-07
0.0,8.268206356440422e-08,3999.9999982180984,8193.249999917318,15.935746140018567,7907,114.7,8193.25,8193.25,8193.249999917318,8193.249999917318,2023,14266.75,12840.075,130.63574614001857,8.268206356440422e-08
0.0,5.579771184772097e-08,3999.9999981605747,8254.749999944203,15.976097452105831,7908,113.37,8254.75,8254.75,8254.749999944203,8254.749999944203,2023,14266.75,12840.075,129.34609745210582,5.579771184772097e-08
1.8689755829236123e-06,0.0,3999.999999973481,8431.500001868975,16.09206646813793,7909,110.02,8431.5,8431.500001868975,8431.500001868975,8431.5,2023,14266.75,12840.075,126.11206646813793,-1.8689755829236123e-06
0.0,2.0532927506113795e-08,3999.9999999523134,9044.749999979467,16.49443137952744,7910,115.1,9044.75,9044.75,9044.749999979467,9044.749999979467,2023,14266.75,12840.075,131.59443137952744,2.0532927506113795e-08
0.0,2.8155694763871682e-08,3999.999999923287,9560.249999971844,16.832660670122326,7911,123.26,9560.25,9560.25,9560.249999971844,9560.249999971844,2023,14266.75,12840.075,140.09266067012234,2.8155694763871682e-08
0.0,2.875178870860725e-07,3999.9999996268766,9976.499999712481,17.105770160179514,7912,134.15,9976.5,9976.5,9976.499999712481,9976.499999712481,2023,14266.75,12840.075,151.2557701601795,2.875178870860725e-07
0.0,999.9999999651244,2969.0721646112843,9346.500000034875,16.69241525626315,7913,143.81,10346.5,10346.5,9346.500000034875,9346.500000034875,2023,14266.75,12840.075,160.50241525626316,999.9999999651244
0.0,999.9999999810076,1938.1443295793174,9395.500000018992,16.724565082129338,7914,149.67,10395.5,10395.5,9395.500000018992,9395.500000018992,2023,14266.75,12840.075,166.39456508212933,999.9999999810076
0.0,999.9999999642913,907.216494564584,9139.250000035709,16.556434615183527,7915,143.78,10139.25,10139.25,9139.250000035709,9139.250000035709,2023,14266.75,12840.075,160.33643461518352,999.9999999642913
0.0,103.99999963878408,800.0000000916107,9730.750000361217,16.944528942050514,7916,135.91,9834.75,9834.75,9730.750000361217,9730.750000361217,2023,14266.75,12840.075,152.8545289420505,103.99999963878408
0.0,2.2877549443259124e-08,800.0000000680257,9624.749999977123,16.87498033888174,7917,122.41,9624.75,9624.75,9624.749999977123,9624.749999977123,2023,14266.75,12840.075,139.28498033888172,2.2877549443259124e-08
0.0,2.3491361915742746e-08,800.0000000438077,9590.249999976508,16.85234423698862,7918,118.99,9590.25,9590.25,9590.249999976508,9590.249999976508,2023,14266.75,12840.075,135.84234423698862,2.3491361915742746e-08
0.0,1.1415856718069992e-08,800.0000000320388,9136.749999988584,16.554794317914002,7919,102.44,9136.75,9136.75,9136.749999988584,9136.749999988584,2023,14266.75,12840.075,118.994794317914,1.1415856718069992e-08
0.0,1.4541106958938134e-08,800.0000000170479,8985.249999985459,16.455392305252627,7920,99.26,8985.25,8985.25,8985.249999985459,8985.249999985459,2023,14266.75,12840.075,115.71539230525264,1.4541106958938134e-08
298.96907231749503,0.0,1090.000000165018,9057.719072317495,16.502940632944764,7921,94.09,8758.75,9057.719072317495,9057.719072317495,8758.75,2023,14266.75,12840.075,110.59294063294476,-298.96907231749503
999.9999999248636,0.0,2060.000000092136,9760.249999924863,16.963884449179726,7922,89.9,8760.25,9760.249999924863,9760.249999924863,8760.25,2023,14266.75,12840.075,106.86388444917974,-999.9999999248636
