"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"10.10.2016 03:15 - 10.10.2016 03:30","44420","48601"
"10.10.2016 03:30 - 10.10.2016 03:45","44673","49059"
"10.10.2016 03:45 - 10.10.2016 04:00","44820","49236"
"10.10.2016 04:00 - 10.10.2016 04:15","45692","50000"
"10.10.2016 04:15 - 10.10.2016 04:30","46112","50451"
"10.10.2016 04:30 - 10.10.2016 04:45","46616","51381"
"10.10.2016 04:45 - 10.10.2016 05:00","47291","52241"
"10.10.2016 05:00 - 10.10.2016 05:15","49175","54129"
"10.10.2016 05:15 - 10.10.2016 05:30","50244","55458"
"10.10.2016 05:30 - 10.10.2016 05:45","51807","56963"
"10.10.2016 05:45 - 10.10.2016 06:00","53604","59154"
"10.10.2016 06:00 - 10.10.2016 06:15","57915","62915"
"10.10.2016 06:15 - 10.10.2016 06:30","60460","65697"
"10.10.2016 06:30 - 10.10.2016 06:45","62967","68049"
"10.10.2016 06:45 - 10.10.2016 07:00","64590","70329"
"10.10.2016 07:00 - 10.10.2016 07:15","67101","72969"
"10.10.2016 07:15 - 10.10.2016 07:30","68461","74274"
"10.10.2016 07:30 - 10.10.2016 07:45","69059","75110"
"10.10.2016 07:45 - 10.10.2016 08:00","70079","76170"
"10.10.2016 08:00 - 10.10.2016 08:15","71300","76804"
"10.10.2016 08:15 - 10.10.2016 08:30","71829","77182"
"10.10.2016 08:30 - 10.10.2016 08:45","72168","77567"
"10.10.2016 08:45 - 10.10.2016 09:00","72482","77746"
"10.10.2016 09:00 - 10.10.2016 09:15","72285","77674"
"10.10.2016 09:15 - 10.10.2016 09:30","72878","77962"
"10.10.2016 09:30 - 10.10.2016 09:45","73354","78342"
"10.10.2016 09:45 - 10.10.2016 10:00","73663","78496"
"10.10.2016 10:00 - 10.10.2016 10:15","73838","78809"
"10.10.2016 10:15 - 10.10.2016 10:30","74232","79079"
"10.10.2016 10:30 - 10.10.2016 10:45","74395","79378"
"10.10.2016 10:45 - 10.10.2016 11:00","74813","79671"
"10.10.2016 11:00 - 10.10.2016 11:15","75196","79816"
"10.10.2016 11:15 - 10.10.2016 11:30","75271","79951"
"10.10.2016 11:30 - 10.10.2016 11:45","75468","80188"
"10.10.2016 11:45 - 10.10.2016 12:00","75501","80128"
"10.10.2016 12:00 - 10.10.2016 12:15","73893","79608"
"10.10.2016 12:15 - 10.10.2016 12:30","73460","79175"
"10.10.2016 12:30 - 10.10.2016 12:45","73921","79077"
"10.10.2016 12:45 - 10.10.2016 13:00","73268","78881"
"10.10.2016 13:00 - 10.10.2016 13:15","74425","79187"
"10.10.2016 13:15 - 10.10.2016 13:30","73618","78856"
"10.10.2016 13:30 - 10.10.2016 13:45","73329","78330"
"10.10.2016 13:45 - 10.10.2016 14:00","73304","77754"
"10.10.2016 14:00 - 10.10.2016 14:15","72752","77380"
"10.10.2016 14:15 - 10.10.2016 14:30","72429","77146"
"10.10.2016 14:30 - 10.10.2016 14:45","71523","77077"
"10.10.2016 14:45 - 10.10.2016 15:00","71678","76783"
"10.10.2016 15:00 - 10.10.2016 15:15","71417","76676"
"10.10.2016 15:15 - 10.10.2016 15:30","71518","76301"
"10.10.2016 15:30 - 10.10.2016 15:45","71038","75804"
"10.10.2016 15:45 - 10.10.2016 16:00","70658","75260"
"10.10.2016 16:00 - 10.10.2016 16:15","69623","75041"
"10.10.2016 16:15 - 10.10.2016 16:30","69380","74627"
"10.10.2016 16:30 - 10.10.2016 16:45","68507","74320"
"10.10.2016 16:45 - 10.10.2016 17:00","69542","74171"
"10.10.2016 17:00 - 10.10.2016 17:15","69547","74253"
"10.10.2016 17:15 - 10.10.2016 17:30","69736","74444"
"10.10.2016 17:30 - 10.10.2016 17:45","69403","74634"
"10.10.2016 17:45 - 10.10.2016 18:00","70115","75226"
"10.10.2016 18:00 - 10.10.2016 18:15","70121","75746"
"10.10.2016 18:15 - 10.10.2016 18:30","69799","76164"
"10.10.2016 18:30 - 10.10.2016 18:45","70794","76971"
"10.10.2016 18:45 - 10.10.2016 19:00","71396","78336"
"10.10.2016 19:00 - 10.10.2016 19:15","71462","79027"
"10.10.2016 19:15 - 10.10.2016 19:30","71830","78739"
"10.10.2016 19:30 - 10.10.2016 19:45","71711","78243"
"10.10.2016 19:45 - 10.10.2016 20:00","71740","77634"
"10.10.2016 20:00 - 10.10.2016 20:15","70312","76440"
"10.10.2016 20:15 - 10.10.2016 20:30","68927","74760"
"10.10.2016 20:30 - 10.10.2016 20:45","67794","73026"
"10.10.2016 20:45 - 10.10.2016 21:00","66310","71823"
"10.10.2016 21:00 - 10.10.2016 21:15","65696","71045"
"10.10.2016 21:15 - 10.10.2016 21:30","64529","69777"
"10.10.2016 21:30 - 10.10.2016 21:45","64161","68683"
"10.10.2016 21:45 - 10.10.2016 22:00","62019","67412"
"10.10.2016 22:00 - 10.10.2016 22:15","60914","66848"
"10.10.2016 22:15 - 10.10.2016 22:30","60032","65682"
"10.10.2016 22:30 - 10.10.2016 22:45","58803","64508"
"10.10.2016 22:45 - 10.10.2016 23:00","57820","62863"
"10.10.2016 23:00 - 10.10.2016 23:15","56342","61950"
"10.10.2016 23:15 - 10.10.2016 23:30","55053","60532"
"10.10.2016 23:30 - 10.10.2016 23:45","54075","59345"
"10.10.2016 23:45 - 11.10.2016 00:00","53035","58012"
"11.10.2016 00:00 - 11.10.2016 00:15","53413","57019"
"11.10.2016 00:15 - 11.10.2016 00:30","52514","56262"
"11.10.2016 00:30 - 11.10.2016 00:45","51978","55582"
"11.10.2016 00:45 - 11.10.2016 01:00","51501","54709"
"11.10.2016 01:00 - 11.10.2016 01:15","50735","54339"
"11.10.2016 01:15 - 11.10.2016 01:30","50317","54122"
"11.10.2016 01:30 - 11.10.2016 01:45","49986","53821"
"11.10.2016 01:45 - 11.10.2016 02:00","49699","53366"
"11.10.2016 02:00 - 11.10.2016 02:15","49334","52870"
"11.10.2016 02:15 - 11.10.2016 02:30","49198","52785"
"11.10.2016 02:30 - 11.10.2016 02:45","49228","52804"
"11.10.2016 02:45 - 11.10.2016 03:00","49284","52948"
"11.10.2016 03:00 - 11.10.2016 03:15","49239","53150"
"11.10.2016 03:15 - 11.10.2016 03:30","49337","53314"
"11.10.2016 03:30 - 11.10.2016 03:45","49445","53478"
"11.10.2016 03:45 - 11.10.2016 04:00","49510","53572"
"11.10.2016 04:00 - 11.10.2016 04:15","50258","54378"
"11.10.2016 04:15 - 11.10.2016 04:30","50503","54923"
"11.10.2016 04:30 - 11.10.2016 04:45","51029","55421"
"11.10.2016 04:45 - 11.10.2016 05:00","51697","56177"
"11.10.2016 05:00 - 11.10.2016 05:15","53538","57758"
"11.10.2016 05:15 - 11.10.2016 05:30","54408","58777"
"11.10.2016 05:30 - 11.10.2016 05:45","55808","59861"
"11.10.2016 05:45 - 11.10.2016 06:00","57451","61765"
"11.10.2016 06:00 - 11.10.2016 06:15","61353","65362"
"11.10.2016 06:15 - 11.10.2016 06:30","63638","67860"
"11.10.2016 06:30 - 11.10.2016 06:45","65824","70199"
"11.10.2016 06:45 - 11.10.2016 07:00","67814","72252"
"11.10.2016 07:00 - 11.10.2016 07:15","70168","74660"
"11.10.2016 07:15 - 11.10.2016 07:30","70734","75893"
"11.10.2016 07:30 - 11.10.2016 07:45","71768","76649"
"11.10.2016 07:45 - 11.10.2016 08:00","72566","77540"
"11.10.2016 08:00 - 11.10.2016 08:15","73613","78125"
"11.10.2016 08:15 - 11.10.2016 08:30","73897","78384"
"11.10.2016 08:30 - 11.10.2016 08:45","74046","78567"
"11.10.2016 08:45 - 11.10.2016 09:00","74193","78727"
"11.10.2016 09:00 - 11.10.2016 09:15","73766","78525"
"11.10.2016 09:15 - 11.10.2016 09:30","73969","78786"
"11.10.2016 09:30 - 11.10.2016 09:45","74300","78695"
"11.10.2016 09:45 - 11.10.2016 10:00","74528","79085"
"11.10.2016 10:00 - 11.10.2016 10:15","74691","79303"
"11.10.2016 10:15 - 11.10.2016 10:30","75003","79404"
"11.10.2016 10:30 - 11.10.2016 10:45","75142","79710"
"11.10.2016 10:45 - 11.10.2016 11:00","75436","79810"
"11.10.2016 11:00 - 11.10.2016 11:15","75598","80242"
"11.10.2016 11:15 - 11.10.2016 11:30","75820","80617"
"11.10.2016 11:30 - 11.10.2016 11:45","76163","81058"
"11.10.2016 11:45 - 11.10.2016 12:00","75778","81188"
"11.10.2016 12:00 - 11.10.2016 12:15","75308","80621"
"11.10.2016 12:15 - 11.10.2016 12:30","75289","80124"
"11.10.2016 12:30 - 11.10.2016 12:45","75387","80105"
"11.10.2016 12:45 - 11.10.2016 13:00","75544","80123"
"11.10.2016 13:00 - 11.10.2016 13:15","75310","80236"
"11.10.2016 13:15 - 11.10.2016 13:30","75167","79572"
"11.10.2016 13:30 - 11.10.2016 13:45","74651","78861"
"11.10.2016 13:45 - 11.10.2016 14:00","73954","78229"
"11.10.2016 14:00 - 11.10.2016 14:15","73493","78087"
"11.10.2016 14:15 - 11.10.2016 14:30","73339","78115"
"11.10.2016 14:30 - 11.10.2016 14:45","73105","77929"
"11.10.2016 14:45 - 11.10.2016 15:00","73526","77295"
"11.10.2016 15:00 - 11.10.2016 15:15","73514","77267"
"11.10.2016 15:15 - 11.10.2016 15:30","73161","77072"
"11.10.2016 15:30 - 11.10.2016 15:45","72834","76917"
"11.10.2016 15:45 - 11.10.2016 16:00","72364","76436"
"11.10.2016 16:00 - 11.10.2016 16:15","72148","76305"
"11.10.2016 16:15 - 11.10.2016 16:30","72169","76156"
"11.10.2016 16:30 - 11.10.2016 16:45","71569","75633"
"11.10.2016 16:45 - 11.10.2016 17:00","71362","75515"
"11.10.2016 17:00 - 11.10.2016 17:15","71494","75699"
"11.10.2016 17:15 - 11.10.2016 17:30","71800","75814"
"11.10.2016 17:30 - 11.10.2016 17:45","72095","76275"
"11.10.2016 17:45 - 11.10.2016 18:00","72340","76649"
"11.10.2016 18:00 - 11.10.2016 18:15","72325","77179"
"11.10.2016 18:15 - 11.10.2016 18:30","72585","77867"
"11.10.2016 18:30 - 11.10.2016 18:45","73214","78789"
"11.10.2016 18:45 - 11.10.2016 19:00","74048","79919"
"11.10.2016 19:00 - 11.10.2016 19:15","74645","80314"
"11.10.2016 19:15 - 11.10.2016 19:30","74863","80192"
"11.10.2016 19:30 - 11.10.2016 19:45","74713","79655"
"11.10.2016 19:45 - 11.10.2016 20:00","74237","78737"
"11.10.2016 20:00 - 11.10.2016 20:15","72851","77491"
"11.10.2016 20:15 - 11.10.2016 20:30","71641","76092"
"11.10.2016 20:30 - 11.10.2016 20:45","70332","74549"
"11.10.2016 20:45 - 11.10.2016 21:00","69224","73134"
"11.10.2016 21:00 - 11.10.2016 21:15","67536","71965"
"11.10.2016 21:15 - 11.10.2016 21:30","66685","70919"
"11.10.2016 21:30 - 11.10.2016 21:45","65832","70003"
"11.10.2016 21:45 - 11.10.2016 22:00","64537","68582"
"11.10.2016 22:00 - 11.10.2016 22:15","63926","68064"
"11.10.2016 22:15 - 11.10.2016 22:30","63009","66953"
"11.10.2016 22:30 - 11.10.2016 22:45","61751","65749"
"11.10.2016 22:45 - 11.10.2016 23:00","60495","64199"
"11.10.2016 23:00 - 11.10.2016 23:15","58818","63041"
"11.10.2016 23:15 - 11.10.2016 23:30","57654","61462"
"11.10.2016 23:30 - 11.10.2016 23:45","56608","60413"
"11.10.2016 23:45 - 12.10.2016 00:00","55788","59494"
"12.10.2016 00:00 - 12.10.2016 00:15","54777","57817"
"12.10.2016 00:15 - 12.10.2016 00:30","54039","57024"
"12.10.2016 00:30 - 12.10.2016 00:45","53494","56374"
"12.10.2016 00:45 - 12.10.2016 01:00","52884","55585"
"12.10.2016 01:00 - 12.10.2016 01:15","52100","54911"
"12.10.2016 01:15 - 12.10.2016 01:30","51567","54451"
"12.10.2016 01:30 - 12.10.2016 01:45","51359","54233"
"12.10.2016 01:45 - 12.10.2016 02:00","51165","53736"
"12.10.2016 02:00 - 12.10.2016 02:15","50693","53280"
"12.10.2016 02:15 - 12.10.2016 02:30","50476","53167"
"12.10.2016 02:30 - 12.10.2016 02:45","50519","53246"
"12.10.2016 02:45 - 12.10.2016 03:00","50577","53299"
"12.10.2016 03:00 - 12.10.2016 03:15","50571","53600"
"12.10.2016 03:15 - 12.10.2016 03:30","50696","53708"
"12.10.2016 03:30 - 12.10.2016 03:45","50832","54032"
"12.10.2016 03:45 - 12.10.2016 04:00","50826","54150"
"12.10.2016 04:00 - 12.10.2016 04:15","51567","54706"
"12.10.2016 04:15 - 12.10.2016 04:30","51801","55403"
"12.10.2016 04:30 - 12.10.2016 04:45","52373","55645"
"12.10.2016 04:45 - 12.10.2016 05:00","53089","56463"
"12.10.2016 05:00 - 12.10.2016 05:15","54826","58078"
"12.10.2016 05:15 - 12.10.2016 05:30","55491","59262"
"12.10.2016 05:30 - 12.10.2016 05:45","56942","60550"
"12.10.2016 05:45 - 12.10.2016 06:00","58397","62119"
"12.10.2016 06:00 - 12.10.2016 06:15","62171","65972"
"12.10.2016 06:15 - 12.10.2016 06:30","64744","68731"
"12.10.2016 06:30 - 12.10.2016 06:45","66567","70981"
"12.10.2016 06:45 - 12.10.2016 07:00","68297","73060"
"12.10.2016 07:00 - 12.10.2016 07:15","70680","75674"
"12.10.2016 07:15 - 12.10.2016 07:30","71789","76931"
"12.10.2016 07:30 - 12.10.2016 07:45","72836","77764"
"12.10.2016 07:45 - 12.10.2016 08:00","73528","78319"
"12.10.2016 08:00 - 12.10.2016 08:15","74322","78986"
"12.10.2016 08:15 - 12.10.2016 08:30","75064","79413"
"12.10.2016 08:30 - 12.10.2016 08:45","75276","79825"
"12.10.2016 08:45 - 12.10.2016 09:00","75275","79918"
"12.10.2016 09:00 - 12.10.2016 09:15","75096","79449"
"12.10.2016 09:15 - 12.10.2016 09:30","75457","79926"
"12.10.2016 09:30 - 12.10.2016 09:45","75947","80234"
"12.10.2016 09:45 - 12.10.2016 10:00","76207","80174"
"12.10.2016 10:00 - 12.10.2016 10:15","76219","80487"
"12.10.2016 10:15 - 12.10.2016 10:30","76590","80603"
"12.10.2016 10:30 - 12.10.2016 10:45","76882","80862"
"12.10.2016 10:45 - 12.10.2016 11:00","77212","81567"
"12.10.2016 11:00 - 12.10.2016 11:15","77159","81697"
"12.10.2016 11:15 - 12.10.2016 11:30","77732","81829"
"12.10.2016 11:30 - 12.10.2016 11:45","77867","82079"
"12.10.2016 11:45 - 12.10.2016 12:00","77285","81772"
"12.10.2016 12:00 - 12.10.2016 12:15","76821","80972"
"12.10.2016 12:15 - 12.10.2016 12:30","76514","80753"
"12.10.2016 12:30 - 12.10.2016 12:45","75907","80660"
"12.10.2016 12:45 - 12.10.2016 13:00","75841","80734"
"12.10.2016 13:00 - 12.10.2016 13:15","75646","80869"
"12.10.2016 13:15 - 12.10.2016 13:30","75421","80704"
"12.10.2016 13:30 - 12.10.2016 13:45","74885","80118"
"12.10.2016 13:45 - 12.10.2016 14:00","74281","79431"
"12.10.2016 14:00 - 12.10.2016 14:15","73884","79239"
"12.10.2016 14:15 - 12.10.2016 14:30","73608","78605"
"12.10.2016 14:30 - 12.10.2016 14:45","73447","78503"
"12.10.2016 14:45 - 12.10.2016 15:00","73678","78151"
"12.10.2016 15:00 - 12.10.2016 15:15","73885","77834"
"12.10.2016 15:15 - 12.10.2016 15:30","73085","77423"
"12.10.2016 15:30 - 12.10.2016 15:45","72775","76997"
"12.10.2016 15:45 - 12.10.2016 16:00","72550","76570"
"12.10.2016 16:00 - 12.10.2016 16:15","72179","76443"
"12.10.2016 16:15 - 12.10.2016 16:30","72173","75993"
"12.10.2016 16:30 - 12.10.2016 16:45","72036","75653"
"12.10.2016 16:45 - 12.10.2016 17:00","71448","75370"
"12.10.2016 17:00 - 12.10.2016 17:15","71367","75428"
"12.10.2016 17:15 - 12.10.2016 17:30","71644","75514"
"12.10.2016 17:30 - 12.10.2016 17:45","71989","75784"
"12.10.2016 17:45 - 12.10.2016 18:00","72328","76438"
"12.10.2016 18:00 - 12.10.2016 18:15","72418","76626"
"12.10.2016 18:15 - 12.10.2016 18:30","72708","77084"
"12.10.2016 18:30 - 12.10.2016 18:45","73702","78099"
"12.10.2016 18:45 - 12.10.2016 19:00","74519","79242"
"12.10.2016 19:00 - 12.10.2016 19:15","75199","79814"
"12.10.2016 19:15 - 12.10.2016 19:30","75239","79439"
"12.10.2016 19:30 - 12.10.2016 19:45","74760","78796"
"12.10.2016 19:45 - 12.10.2016 20:00","74000","77800"
"12.10.2016 20:00 - 12.10.2016 20:15","72609","76731"
"12.10.2016 20:15 - 12.10.2016 20:30","71385","75051"
"12.10.2016 20:30 - 12.10.2016 20:45","70064","73881"
"12.10.2016 20:45 - 12.10.2016 21:00","69079","72555"
"12.10.2016 21:00 - 12.10.2016 21:15","67646","71698"
"12.10.2016 21:15 - 12.10.2016 21:30","66972","70504"
"12.10.2016 21:30 - 12.10.2016 21:45","66087","69540"
"12.10.2016 21:45 - 12.10.2016 22:00","65069","68288"
"12.10.2016 22:00 - 12.10.2016 22:15","64425","67759"
"12.10.2016 22:15 - 12.10.2016 22:30","63473","66696"
"12.10.2016 22:30 - 12.10.2016 22:45","62230","65481"
"12.10.2016 22:45 - 12.10.2016 23:00","60897","64112"
"12.10.2016 23:00 - 12.10.2016 23:15","59146","62811"
"12.10.2016 23:15 - 12.10.2016 23:30","57987","61707"
"12.10.2016 23:30 - 12.10.2016 23:45","56915","60464"
"12.10.2016 23:45 - 13.10.2016 00:00","56059","59500"
"13.10.2016 00:00 - 13.10.2016 00:15","56116","58087"
"13.10.2016 00:15 - 13.10.2016 00:30","55273","57494"
"13.10.2016 00:30 - 13.10.2016 00:45","54703","57014"
"13.10.2016 00:45 - 13.10.2016 01:00","54012","56170"
"13.10.2016 01:00 - 13.10.2016 01:15","53269","55542"
"13.10.2016 01:15 - 13.10.2016 01:30","52837","54993"
"13.10.2016 01:30 - 13.10.2016 01:45","52637","54521"
"13.10.2016 01:45 - 13.10.2016 02:00","52302","54168"
"13.10.2016 02:00 - 13.10.2016 02:15","51801","54016"
"13.10.2016 02:15 - 13.10.2016 02:30","51632","54125"
"13.10.2016 02:30 - 13.10.2016 02:45","51696","54207"
"13.10.2016 02:45 - 13.10.2016 03:00","51698","54125"
"13.10.2016 03:00 - 13.10.2016 03:15","51790","54217"
"13.10.2016 03:15 - 13.10.2016 03:30","51828","54415"
"13.10.2016 03:30 - 13.10.2016 03:45","51928","54379"
"13.10.2016 03:45 - 13.10.2016 04:00","52035","54379"
"13.10.2016 04:00 - 13.10.2016 04:15","52711","55017"
"13.10.2016 04:15 - 13.10.2016 04:30","53052","55381"
"13.10.2016 04:30 - 13.10.2016 04:45","53519","56161"
"13.10.2016 04:45 - 13.10.2016 05:00","54153","56696"
"13.10.2016 05:00 - 13.10.2016 05:15","55887","58464"
"13.10.2016 05:15 - 13.10.2016 05:30","56604","59236"
"13.10.2016 05:30 - 13.10.2016 05:45","57937","60512"
"13.10.2016 05:45 - 13.10.2016 06:00","59533","62379"
"13.10.2016 06:00 - 13.10.2016 06:15","63232","65857"
"13.10.2016 06:15 - 13.10.2016 06:30","65671","68669"
"13.10.2016 06:30 - 13.10.2016 06:45","67824","70777"
"13.10.2016 06:45 - 13.10.2016 07:00","69813","72976"
"13.10.2016 07:00 - 13.10.2016 07:15","72238","75580"
"13.10.2016 07:15 - 13.10.2016 07:30","72895","77153"
"13.10.2016 07:30 - 13.10.2016 07:45","73844","77634"
"13.10.2016 07:45 - 13.10.2016 08:00","74504","78388"
"13.10.2016 08:00 - 13.10.2016 08:15","75456","78938"
"13.10.2016 08:15 - 13.10.2016 08:30","75975","79512"
"13.10.2016 08:30 - 13.10.2016 08:45","76177","79631"
"13.10.2016 08:45 - 13.10.2016 09:00","76208","79992"
"13.10.2016 09:00 - 13.10.2016 09:15","75978","79657"
"13.10.2016 09:15 - 13.10.2016 09:30","76168","80006"
"13.10.2016 09:30 - 13.10.2016 09:45","76442","80276"
"13.10.2016 09:45 - 13.10.2016 10:00","76691","80576"
"13.10.2016 10:00 - 13.10.2016 10:15","76814","80573"
"13.10.2016 10:15 - 13.10.2016 10:30","77189","80569"
"13.10.2016 10:30 - 13.10.2016 10:45","77323","80638"
"13.10.2016 10:45 - 13.10.2016 11:00","77835","81172"
"13.10.2016 11:00 - 13.10.2016 11:15","77828","81430"
"13.10.2016 11:15 - 13.10.2016 11:30","78350","81741"
"13.10.2016 11:30 - 13.10.2016 11:45","78632","81706"
"13.10.2016 11:45 - 13.10.2016 12:00","78046","81684"
"13.10.2016 12:00 - 13.10.2016 12:15","77589","80928"
"13.10.2016 12:15 - 13.10.2016 12:30","77145","80665"
"13.10.2016 12:30 - 13.10.2016 12:45","76822","80544"
"13.10.2016 12:45 - 13.10.2016 13:00","76761","80402"
"13.10.2016 13:00 - 13.10.2016 13:15","76666","80616"
"13.10.2016 13:15 - 13.10.2016 13:30","76527","80342"
"13.10.2016 13:30 - 13.10.2016 13:45","75978","79975"
"13.10.2016 13:45 - 13.10.2016 14:00","75299","79254"
"13.10.2016 14:00 - 13.10.2016 14:15","75022","79162"
"13.10.2016 14:15 - 13.10.2016 14:30","74415","79236"
"13.10.2016 14:30 - 13.10.2016 14:45","74494","78795"
"13.10.2016 14:45 - 13.10.2016 15:00","74681","78327"
"13.10.2016 15:00 - 13.10.2016 15:15","74860","78357"
"13.10.2016 15:15 - 13.10.2016 15:30","74225","77987"
"13.10.2016 15:30 - 13.10.2016 15:45","73992","77314"
"13.10.2016 15:45 - 13.10.2016 16:00","73522","76525"
"13.10.2016 16:00 - 13.10.2016 16:15","73393","76123"
"13.10.2016 16:15 - 13.10.2016 16:30","73443","75826"
"13.10.2016 16:30 - 13.10.2016 16:45","73166","75610"
"13.10.2016 16:45 - 13.10.2016 17:00","72878","75387"
"13.10.2016 17:00 - 13.10.2016 17:15","72889","75848"
"13.10.2016 17:15 - 13.10.2016 17:30","73141","76109"
"13.10.2016 17:30 - 13.10.2016 17:45","73531","76552"
"13.10.2016 17:45 - 13.10.2016 18:00","73773","76958"
"13.10.2016 18:00 - 13.10.2016 18:15","73881","77370"
"13.10.2016 18:15 - 13.10.2016 18:30","74278","77877"
"13.10.2016 18:30 - 13.10.2016 18:45","75123","79043"
"13.10.2016 18:45 - 13.10.2016 19:00","75958","80206"
"13.10.2016 19:00 - 13.10.2016 19:15","76190","81159"
"13.10.2016 19:15 - 13.10.2016 19:30","76144","80817"
"13.10.2016 19:30 - 13.10.2016 19:45","75949","80114"
"13.10.2016 19:45 - 13.10.2016 20:00","75296","79136"
"13.10.2016 20:00 - 13.10.2016 20:15","74012","77926"
"13.10.2016 20:15 - 13.10.2016 20:30","72682","76285"
"13.10.2016 20:30 - 13.10.2016 20:45","71224","74964"
"13.10.2016 20:45 - 13.10.2016 21:00","70108","73688"
"13.10.2016 21:00 - 13.10.2016 21:15","68513","72187"
"13.10.2016 21:15 - 13.10.2016 21:30","67904","71312"
"13.10.2016 21:30 - 13.10.2016 21:45","66959","69980"
"13.10.2016 21:45 - 13.10.2016 22:00","65944","69049"
"13.10.2016 22:00 - 13.10.2016 22:15","65430","68636"
"13.10.2016 22:15 - 13.10.2016 22:30","64359","67754"
"13.10.2016 22:30 - 13.10.2016 22:45","63214","66250"
"13.10.2016 22:45 - 13.10.2016 23:00","61788","64936"
"13.10.2016 23:00 - 13.10.2016 23:15","60069","63511"
"13.10.2016 23:15 - 13.10.2016 23:30","58941","62373"
"13.10.2016 23:30 - 13.10.2016 23:45","57895","61232"
"13.10.2016 23:45 - 14.10.2016 00:00","56930","60202"
"14.10.2016 00:00 - 14.10.2016 00:15","55897","58631"
"14.10.2016 00:15 - 14.10.2016 00:30","55049","57839"
"14.10.2016 00:30 - 14.10.2016 00:45","54454","57120"
"14.10.2016 00:45 - 14.10.2016 01:00","53737","56441"
"14.10.2016 01:00 - 14.10.2016 01:15","53018","55450"
"14.10.2016 01:15 - 14.10.2016 01:30","52522","55129"
"14.10.2016 01:30 - 14.10.2016 01:45","52318","54724"
"14.10.2016 01:45 - 14.10.2016 02:00","52009","54078"
"14.10.2016 02:00 - 14.10.2016 02:15","51588","53938"
"14.10.2016 02:15 - 14.10.2016 02:30","51262","53578"
"14.10.2016 02:30 - 14.10.2016 02:45","51274","53655"
"14.10.2016 02:45 - 14.10.2016 03:00","51273","53817"
"14.10.2016 03:00 - 14.10.2016 03:15","51394","54019"
"14.10.2016 03:15 - 14.10.2016 03:30","51409","54144"
"14.10.2016 03:30 - 14.10.2016 03:45","51570","54379"
"14.10.2016 03:45 - 14.10.2016 04:00","51621","54823"
"14.10.2016 04:00 - 14.10.2016 04:15","52295","55641"
"14.10.2016 04:15 - 14.10.2016 04:30","52609","55808"
"14.10.2016 04:30 - 14.10.2016 04:45","53080","56481"
"14.10.2016 04:45 - 14.10.2016 05:00","53629","57106"
"14.10.2016 05:00 - 14.10.2016 05:15","55288","58694"
"14.10.2016 05:15 - 14.10.2016 05:30","56030","59712"
"14.10.2016 05:30 - 14.10.2016 05:45","57323","61036"
"14.10.2016 05:45 - 14.10.2016 06:00","58893","63112"
"14.10.2016 06:00 - 14.10.2016 06:15","62479","66024"
"14.10.2016 06:15 - 14.10.2016 06:30","64692","68696"
"14.10.2016 06:30 - 14.10.2016 06:45","66924","71012"
"14.10.2016 06:45 - 14.10.2016 07:00","68833","73069"
