Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
02.04.2021 22:15 - 02.04.2021 22:30,47204,50148
02.04.2021 22:30 - 02.04.2021 22:45,47043,49398
02.04.2021 22:45 - 02.04.2021 23:00,46157,48843
02.04.2021 23:00 - 02.04.2021 23:15,45709,47771
02.04.2021 23:15 - 02.04.2021 23:30,44945,47137
02.04.2021 23:30 - 02.04.2021 23:45,44296,46305
02.04.2021 23:45 - 03.04.2021 00:00,43656,45789
03.04.2021 00:00 - 03.04.2021 00:15,44121,45127
03.04.2021 00:15 - 03.04.2021 00:30,43263,44869
03.04.2021 00:30 - 03.04.2021 00:45,42797,44443
03.04.2021 00:45 - 03.04.2021 01:00,42384,43949
03.04.2021 01:00 - 03.04.2021 01:15,41815,43151
03.04.2021 01:15 - 03.04.2021 01:30,41479,42766
03.04.2021 01:30 - 03.04.2021 01:45,41152,42424
03.04.2021 01:45 - 03.04.2021 02:00,40804,41945
03.04.2021 02:00 - 03.04.2021 02:15,40685,41872
03.04.2021 02:15 - 03.04.2021 02:30,40600,41615
03.04.2021 02:30 - 03.04.2021 02:45,40514,41429
03.04.2021 02:45 - 03.04.2021 03:00,40337,41348
03.04.2021 03:00 - 03.04.2021 03:15,40540,41475
03.04.2021 03:15 - 03.04.2021 03:30,40565,41512
03.04.2021 03:30 - 03.04.2021 03:45,40578,41890
03.04.2021 03:45 - 03.04.2021 04:00,40568,41875
03.04.2021 04:00 - 03.04.2021 04:15,40831,42027
03.04.2021 04:15 - 03.04.2021 04:30,40827,41883
03.04.2021 04:30 - 03.04.2021 04:45,41056,42125
03.04.2021 04:45 - 03.04.2021 05:00,41405,42535
03.04.2021 05:00 - 03.04.2021 05:15,42148,42944
03.04.2021 05:15 - 03.04.2021 05:30,42297,43074
03.04.2021 05:30 - 03.04.2021 05:45,42535,43327
03.04.2021 05:45 - 03.04.2021 06:00,43357,43561
03.04.2021 06:00 - 03.04.2021 06:15,44075,44074
03.04.2021 06:15 - 03.04.2021 06:30,44600,44593
03.04.2021 06:30 - 03.04.2021 06:45,44919,44711
03.04.2021 06:45 - 03.04.2021 07:00,46043,44893
03.04.2021 07:00 - 03.04.2021 07:15,46832,45490
03.04.2021 07:15 - 03.04.2021 07:30,46661,46126
03.04.2021 07:30 - 03.04.2021 07:45,47135,46790
03.04.2021 07:45 - 03.04.2021 08:00,47991,47648
03.04.2021 08:00 - 03.04.2021 08:15,49010,48526
03.04.2021 08:15 - 03.04.2021 08:30,49898,49413
03.04.2021 08:30 - 03.04.2021 08:45,50192,50307
03.04.2021 08:45 - 03.04.2021 09:00,51012,51120
03.04.2021 09:00 - 03.04.2021 09:15,51914,51768
03.04.2021 09:15 - 03.04.2021 09:30,52730,52310
03.04.2021 09:30 - 03.04.2021 09:45,53282,52964
03.04.2021 09:45 - 03.04.2021 10:00,54218,53442
03.04.2021 10:00 - 03.04.2021 10:15,54136,54155
03.04.2021 10:15 - 03.04.2021 10:30,54288,54679
03.04.2021 10:30 - 03.04.2021 10:45,54972,55106
03.04.2021 10:45 - 03.04.2021 11:00,55747,55361
03.04.2021 11:00 - 03.04.2021 11:15,56032,55799
03.04.2021 11:15 - 03.04.2021 11:30,56517,55935
03.04.2021 11:30 - 03.04.2021 11:45,56522,56381
03.04.2021 11:45 - 03.04.2021 12:00,56602,56242
03.04.2021 12:00 - 03.04.2021 12:15,56056,56170
03.04.2021 12:15 - 03.04.2021 12:30,56106,55986
03.04.2021 12:30 - 03.04.2021 12:45,55847,55572
03.04.2021 12:45 - 03.04.2021 13:00,55403,55243
03.04.2021 13:00 - 03.04.2021 13:15,54461,55101
03.04.2021 13:15 - 03.04.2021 13:30,54327,54198
03.04.2021 13:30 - 03.04.2021 13:45,53884,54404
03.04.2021 13:45 - 03.04.2021 14:00,53051,53439
03.04.2021 14:00 - 03.04.2021 14:15,52621,52748
03.04.2021 14:15 - 03.04.2021 14:30,52096,52736
03.04.2021 14:30 - 03.04.2021 14:45,51704,52556
03.04.2021 14:45 - 03.04.2021 15:00,51783,52315
03.04.2021 15:00 - 03.04.2021 15:15,51463,52391
03.04.2021 15:15 - 03.04.2021 15:30,51020,52372
03.04.2021 15:30 - 03.04.2021 15:45,51157,52041
03.04.2021 15:45 - 03.04.2021 16:00,50854,51597
03.04.2021 16:00 - 03.04.2021 16:15,50769,51578
03.04.2021 16:15 - 03.04.2021 16:30,50416,51538
03.04.2021 16:30 - 03.04.2021 16:45,50244,51458
03.04.2021 16:45 - 03.04.2021 17:00,50152,51168
03.04.2021 17:00 - 03.04.2021 17:15,50815,52061
03.04.2021 17:15 - 03.04.2021 17:30,50853,52020
03.04.2021 17:30 - 03.04.2021 17:45,51207,52431
03.04.2021 17:45 - 03.04.2021 18:00,51583,52244
03.04.2021 18:00 - 03.04.2021 18:15,52215,53245
03.04.2021 18:15 - 03.04.2021 18:30,52473,52987
03.04.2021 18:30 - 03.04.2021 18:45,52596,52902
03.04.2021 18:45 - 03.04.2021 19:00,52873,53072
03.04.2021 19:00 - 03.04.2021 19:15,53303,53533
03.04.2021 19:15 - 03.04.2021 19:30,52891,52964
03.04.2021 19:30 - 03.04.2021 19:45,52800,53017
03.04.2021 19:45 - 03.04.2021 20:00,52463,52931
03.04.2021 20:00 - 03.04.2021 20:15,51734,53309
03.04.2021 20:15 - 03.04.2021 20:30,50739,53086
03.04.2021 20:30 - 03.04.2021 20:45,50165,52661
03.04.2021 20:45 - 03.04.2021 21:00,49684,52249
03.04.2021 21:00 - 03.04.2021 21:15,49055,51477
03.04.2021 21:15 - 03.04.2021 21:30,48413,50795
03.04.2021 21:30 - 03.04.2021 21:45,47857,50359
03.04.2021 21:45 - 03.04.2021 22:00,47560,49730
03.04.2021 22:00 - 03.04.2021 22:15,47763,50096
03.04.2021 22:15 - 03.04.2021 22:30,47364,49230
03.04.2021 22:30 - 03.04.2021 22:45,46480,48413
03.04.2021 22:45 - 03.04.2021 23:00,45846,47915
03.04.2021 23:00 - 03.04.2021 23:15,44881,46798
03.04.2021 23:15 - 03.04.2021 23:30,44162,45961
03.04.2021 23:30 - 03.04.2021 23:45,43638,45536
03.04.2021 23:45 - 04.04.2021 00:00,43084,44607
04.04.2021 00:00 - 04.04.2021 00:15,43004,43912
04.04.2021 00:15 - 04.04.2021 00:30,42596,43005
04.04.2021 00:30 - 04.04.2021 00:45,42292,42585
04.04.2021 00:45 - 04.04.2021 01:00,41981,42159
04.04.2021 01:00 - 04.04.2021 01:15,41318,41216
04.04.2021 01:15 - 04.04.2021 01:30,40653,40856
04.04.2021 01:30 - 04.04.2021 01:45,40489,40559
04.04.2021 01:45 - 04.04.2021 02:00,40258,40180
04.04.2021 02:00 - 04.04.2021 02:15,40023,39658
04.04.2021 02:15 - 04.04.2021 02:30,39754,39778
04.04.2021 02:30 - 04.04.2021 02:45,39709,39954
04.04.2021 02:45 - 04.04.2021 03:00,39732,39701
04.04.2021 03:00 - 04.04.2021 03:15,39422,39752
04.04.2021 03:15 - 04.04.2021 03:30,39418,39678
04.04.2021 03:30 - 04.04.2021 03:45,39374,39855
04.04.2021 03:45 - 04.04.2021 04:00,39487,39883
04.04.2021 04:00 - 04.04.2021 04:15,39377,39903
04.04.2021 04:15 - 04.04.2021 04:30,39614,39708
04.04.2021 04:30 - 04.04.2021 04:45,39453,39823
04.04.2021 04:45 - 04.04.2021 05:00,39546,39995
04.04.2021 05:00 - 04.04.2021 05:15,39609,40117
04.04.2021 05:15 - 04.04.2021 05:30,39556,40379
04.04.2021 05:30 - 04.04.2021 05:45,39256,40161
04.04.2021 05:45 - 04.04.2021 06:00,38994,40272
04.04.2021 06:00 - 04.04.2021 06:15,38271,40268
04.04.2021 06:15 - 04.04.2021 06:30,38637,40304
04.04.2021 06:30 - 04.04.2021 06:45,38095,40420
04.04.2021 06:45 - 04.04.2021 07:00,38428,40528
04.04.2021 07:00 - 04.04.2021 07:15,38238,40736
04.04.2021 07:15 - 04.04.2021 07:30,38548,41310
04.04.2021 07:30 - 04.04.2021 07:45,39060,42101
04.04.2021 07:45 - 04.04.2021 08:00,39186,42931
04.04.2021 08:00 - 04.04.2021 08:15,40475,43889
04.04.2021 08:15 - 04.04.2021 08:30,41355,45114
04.04.2021 08:30 - 04.04.2021 08:45,41879,45934
04.04.2021 08:45 - 04.04.2021 09:00,42918,46708
04.04.2021 09:00 - 04.04.2021 09:15,43834,47619
04.04.2021 09:15 - 04.04.2021 09:30,44709,48444
04.04.2021 09:30 - 04.04.2021 09:45,45443,49182
04.04.2021 09:45 - 04.04.2021 10:00,46158,50002
04.04.2021 10:00 - 04.04.2021 10:15,46601,50394
04.04.2021 10:15 - 04.04.2021 10:30,47148,50950
04.04.2021 10:30 - 04.04.2021 10:45,47699,51207
04.04.2021 10:45 - 04.04.2021 11:00,48712,51821
04.04.2021 11:00 - 04.04.2021 11:15,49663,52274
04.04.2021 11:15 - 04.04.2021 11:30,50455,52773
04.04.2021 11:30 - 04.04.2021 11:45,50865,53190
04.04.2021 11:45 - 04.04.2021 12:00,50846,53228
04.04.2021 12:00 - 04.04.2021 12:15,50284,52665
04.04.2021 12:15 - 04.04.2021 12:30,50376,52046
04.04.2021 12:30 - 04.04.2021 12:45,49951,51498
04.04.2021 12:45 - 04.04.2021 13:00,49750,51213
04.04.2021 13:00 - 04.04.2021 13:15,48852,50674
04.04.2021 13:15 - 04.04.2021 13:30,48248,50121
04.04.2021 13:30 - 04.04.2021 13:45,47715,49812
04.04.2021 13:45 - 04.04.2021 14:00,47224,49388
04.04.2021 14:00 - 04.04.2021 14:15,46591,48810
04.04.2021 14:15 - 04.04.2021 14:30,46240,48255
04.04.2021 14:30 - 04.04.2021 14:45,45918,48071
04.04.2021 14:45 - 04.04.2021 15:00,46001,47733
04.04.2021 15:00 - 04.04.2021 15:15,45743,47772
04.04.2021 15:15 - 04.04.2021 15:30,45271,47348
04.04.2021 15:30 - 04.04.2021 15:45,45245,47198
04.04.2021 15:45 - 04.04.2021 16:00,45641,46963
04.04.2021 16:00 - 04.04.2021 16:15,45631,46657
04.04.2021 16:15 - 04.04.2021 16:30,45636,46480
04.04.2021 16:30 - 04.04.2021 16:45,45473,46580
04.04.2021 16:45 - 04.04.2021 17:00,45812,46713
04.04.2021 17:00 - 04.04.2021 17:15,46464,47113
04.04.2021 17:15 - 04.04.2021 17:30,46686,47393
04.04.2021 17:30 - 04.04.2021 17:45,47214,47849
04.04.2021 17:45 - 04.04.2021 18:00,47705,48136
04.04.2021 18:00 - 04.04.2021 18:15,48228,48993
04.04.2021 18:15 - 04.04.2021 18:30,48585,48997
04.04.2021 18:30 - 04.04.2021 18:45,48944,49277
04.04.2021 18:45 - 04.04.2021 19:00,49114,49472
04.04.2021 19:00 - 04.04.2021 19:15,49694,49429
04.04.2021 19:15 - 04.04.2021 19:30,49216,49457
04.04.2021 19:30 - 04.04.2021 19:45,49784,49567
04.04.2021 19:45 - 04.04.2021 20:00,49508,50087
04.04.2021 20:00 - 04.04.2021 20:15,49361,50803
04.04.2021 20:15 - 04.04.2021 20:30,49223,51343
04.04.2021 20:30 - 04.04.2021 20:45,49110,51112
04.04.2021 20:45 - 04.04.2021 21:00,48789,50786
04.04.2021 21:00 - 04.04.2021 21:15,48177,50425
04.04.2021 21:15 - 04.04.2021 21:30,48087,50001
04.04.2021 21:30 - 04.04.2021 21:45,47898,49673
04.04.2021 21:45 - 04.04.2021 22:00,47935,49302
04.04.2021 22:00 - 04.04.2021 22:15,48082,49170
04.04.2021 22:15 - 04.04.2021 22:30,47714,48933
04.04.2021 22:30 - 04.04.2021 22:45,47533,48401
04.04.2021 22:45 - 04.04.2021 23:00,46720,47976
04.04.2021 23:00 - 04.04.2021 23:15,45978,46816
04.04.2021 23:15 - 04.04.2021 23:30,45183,46234
04.04.2021 23:30 - 04.04.2021 23:45,44589,46055
04.04.2021 23:45 - 05.04.2021 00:00,44149,45595
05.04.2021 00:00 - 05.04.2021 00:15,44746,45059
05.04.2021 00:15 - 05.04.2021 00:30,44530,44564
05.04.2021 00:30 - 05.04.2021 00:45,44217,44218
05.04.2021 00:45 - 05.04.2021 01:00,43731,43799
05.04.2021 01:00 - 05.04.2021 01:15,43022,43094
05.04.2021 01:15 - 05.04.2021 01:30,42173,42960
05.04.2021 01:30 - 05.04.2021 01:45,42239,42623
05.04.2021 01:45 - 05.04.2021 02:00,41717,42539
05.04.2021 02:00 - 05.04.2021 02:15,41306,42429
05.04.2021 02:15 - 05.04.2021 02:30,41317,42526
05.04.2021 02:30 - 05.04.2021 02:45,41098,42433
05.04.2021 02:45 - 05.04.2021 03:00,41116,42360
05.04.2021 03:00 - 05.04.2021 03:15,41074,42550
05.04.2021 03:15 - 05.04.2021 03:30,41105,42429
05.04.2021 03:30 - 05.04.2021 03:45,40945,42643
05.04.2021 03:45 - 05.04.2021 04:00,41164,42996
05.04.2021 04:00 - 05.04.2021 04:15,41165,42871
05.04.2021 04:15 - 05.04.2021 04:30,41526,42709
05.04.2021 04:30 - 05.04.2021 04:45,41370,43010
05.04.2021 04:45 - 05.04.2021 05:00,41616,43060
05.04.2021 05:00 - 05.04.2021 05:15,42032,43607
05.04.2021 05:15 - 05.04.2021 05:30,41888,43484
05.04.2021 05:30 - 05.04.2021 05:45,41879,43677
05.04.2021 05:45 - 05.04.2021 06:00,41714,43915
05.04.2021 06:00 - 05.04.2021 06:15,41370,44031
05.04.2021 06:15 - 05.04.2021 06:30,42139,44187
05.04.2021 06:30 - 05.04.2021 06:45,42195,44435
05.04.2021 06:45 - 05.04.2021 07:00,42523,44414
05.04.2021 07:00 - 05.04.2021 07:15,42818,44756
05.04.2021 07:15 - 05.04.2021 07:30,43421,45145
05.04.2021 07:30 - 05.04.2021 07:45,43848,45684
05.04.2021 07:45 - 05.04.2021 08:00,44054,46438
05.04.2021 08:00 - 05.04.2021 08:15,45024,47167
05.04.2021 08:15 - 05.04.2021 08:30,45591,47890
05.04.2021 08:30 - 05.04.2021 08:45,46545,48959
05.04.2021 08:45 - 05.04.2021 09:00,47496,49608
05.04.2021 09:00 - 05.04.2021 09:15,47906,50731
05.04.2021 09:15 - 05.04.2021 09:30,48774,51764
05.04.2021 09:30 - 05.04.2021 09:45,49719,52447
05.04.2021 09:45 - 05.04.2021 10:00,50129,53258
05.04.2021 10:00 - 05.04.2021 10:15,50650,53794
05.04.2021 10:15 - 05.04.2021 10:30,51209,54223
05.04.2021 10:30 - 05.04.2021 10:45,51619,54961
05.04.2021 10:45 - 05.04.2021 11:00,52496,55502
05.04.2021 11:00 - 05.04.2021 11:15,53093,56094
05.04.2021 11:15 - 05.04.2021 11:30,53915,56939
05.04.2021 11:30 - 05.04.2021 11:45,54457,57576
05.04.2021 11:45 - 05.04.2021 12:00,54574,57627
05.04.2021 12:00 - 05.04.2021 12:15,54397,57743
05.04.2021 12:15 - 05.04.2021 12:30,54406,57289
05.04.2021 12:30 - 05.04.2021 12:45,53685,56895
05.04.2021 12:45 - 05.04.2021 13:00,53515,56564
05.04.2021 13:00 - 05.04.2021 13:15,52330,55863
05.04.2021 13:15 - 05.04.2021 13:30,51574,55433
05.04.2021 13:30 - 05.04.2021 13:45,51113,55340
05.04.2021 13:45 - 05.04.2021 14:00,50445,54841
05.04.2021 14:00 - 05.04.2021 14:15,50064,54677
05.04.2021 14:15 - 05.04.2021 14:30,49351,54191
05.04.2021 14:30 - 05.04.2021 14:45,48967,54045
05.04.2021 14:45 - 05.04.2021 15:00,48894,54436
05.04.2021 15:00 - 05.04.2021 15:15,49011,54356
05.04.2021 15:15 - 05.04.2021 15:30,48640,53762
05.04.2021 15:30 - 05.04.2021 15:45,48429,53653
05.04.2021 15:45 - 05.04.2021 16:00,48494,53150
05.04.2021 16:00 - 05.04.2021 16:15,48857,53373
05.04.2021 16:15 - 05.04.2021 16:30,48681,53316
05.04.2021 16:30 - 05.04.2021 16:45,48442,53150
05.04.2021 16:45 - 05.04.2021 17:00,48799,53455
05.04.2021 17:00 - 05.04.2021 17:15,49296,54496
05.04.2021 17:15 - 05.04.2021 17:30,49859,54634
05.04.2021 17:30 - 05.04.2021 17:45,50474,54874
05.04.2021 17:45 - 05.04.2021 18:00,50934,55437
05.04.2021 18:00 - 05.04.2021 18:15,51467,56608
05.04.2021 18:15 - 05.04.2021 18:30,51463,56761
05.04.2021 18:30 - 05.04.2021 18:45,51999,57032
05.04.2021 18:45 - 05.04.2021 19:00,52131,56694
05.04.2021 19:00 - 05.04.2021 19:15,52382,57144
05.04.2021 19:15 - 05.04.2021 19:30,51958,56420
05.04.2021 19:30 - 05.04.2021 19:45,52488,56174
05.04.2021 19:45 - 05.04.2021 20:00,51933,55993
05.04.2021 20:00 - 05.04.2021 20:15,52056,56513
05.04.2021 20:15 - 05.04.2021 20:30,51661,56339
05.04.2021 20:30 - 05.04.2021 20:45,51535,55869
05.04.2021 20:45 - 05.04.2021 21:00,51298,55566
05.04.2021 21:00 - 05.04.2021 21:15,50500,55442
05.04.2021 21:15 - 05.04.2021 21:30,50308,55146
05.04.2021 21:30 - 05.04.2021 21:45,49710,55029
05.04.2021 21:45 - 05.04.2021 22:00,49890,55010
05.04.2021 22:00 - 05.04.2021 22:15,49842,55683
05.04.2021 22:15 - 05.04.2021 22:30,49235,54896
05.04.2021 22:30 - 05.04.2021 22:45,48643,54173
05.04.2021 22:45 - 05.04.2021 23:00,47835,53744
05.04.2021 23:00 - 05.04.2021 23:15,47104,53600
05.04.2021 23:15 - 05.04.2021 23:30,46284,52679
05.04.2021 23:30 - 05.04.2021 23:45,45616,52234
05.04.2021 23:45 - 06.04.2021 00:00,45179,51745
06.04.2021 00:00 - 06.04.2021 00:15,46174,50651
06.04.2021 00:15 - 06.04.2021 00:30,45605,49976
06.04.2021 00:30 - 06.04.2021 00:45,45157,49500
06.04.2021 00:45 - 06.04.2021 01:00,44810,49081
06.04.2021 01:00 - 06.04.2021 01:15,44109,48750
06.04.2021 01:15 - 06.04.2021 01:30,43818,48383
06.04.2021 01:30 - 06.04.2021 01:45,43612,48270
06.04.2021 01:45 - 06.04.2021 02:00,43314,48216
06.04.2021 02:00 - 06.04.2021 02:15,43222,47895
06.04.2021 02:15 - 06.04.2021 02:30,43281,47790
06.04.2021 02:30 - 06.04.2021 02:45,43261,47903
06.04.2021 02:45 - 06.04.2021 03:00,43298,47686
06.04.2021 03:00 - 06.04.2021 03:15,43555,47825
06.04.2021 03:15 - 06.04.2021 03:30,43819,48026
06.04.2021 03:30 - 06.04.2021 03:45,43891,48188
06.04.2021 03:45 - 06.04.2021 04:00,44214,48220
06.04.2021 04:00 - 06.04.2021 04:15,44703,48599
06.04.2021 04:15 - 06.04.2021 04:30,45153,48900
06.04.2021 04:30 - 06.04.2021 04:45,45605,49282
06.04.2021 04:45 - 06.04.2021 05:00,46096,50109
06.04.2021 05:00 - 06.04.2021 05:15,47518,51620
06.04.2021 05:15 - 06.04.2021 05:30,48225,52497
06.04.2021 05:30 - 06.04.2021 05:45,49319,53902
06.04.2021 05:45 - 06.04.2021 06:00,51102,55198
06.04.2021 06:00 - 06.04.2021 06:15,53393,57841
06.04.2021 06:15 - 06.04.2021 06:30,55380,59380
06.04.2021 06:30 - 06.04.2021 06:45,56688,60220
06.04.2021 06:45 - 06.04.2021 07:00,57935,61171
06.04.2021 07:00 - 06.04.2021 07:15,59477,62737
06.04.2021 07:15 - 06.04.2021 07:30,60050,63694
06.04.2021 07:30 - 06.04.2021 07:45,60641,65080
06.04.2021 07:45 - 06.04.2021 08:00,60961,66284
06.04.2021 08:00 - 06.04.2021 08:15,61899,67658
06.04.2021 08:15 - 06.04.2021 08:30,62255,68293
06.04.2021 08:30 - 06.04.2021 08:45,62071,68916
06.04.2021 08:45 - 06.04.2021 09:00,62609,69236
06.04.2021 09:00 - 06.04.2021 09:15,62589,69613
06.04.2021 09:15 - 06.04.2021 09:30,63132,70179
06.04.2021 09:30 - 06.04.2021 09:45,63782,70912
06.04.2021 09:45 - 06.04.2021 10:00,64229,71651
06.04.2021 10:00 - 06.04.2021 10:15,64640,72062
06.04.2021 10:15 - 06.04.2021 10:30,64781,72823
06.04.2021 10:30 - 06.04.2021 10:45,65208,73343
06.04.2021 10:45 - 06.04.2021 11:00,65619,73736
06.04.2021 11:00 - 06.04.2021 11:15,65909,73917
06.04.2021 11:15 - 06.04.2021 11:30,66741,74358
06.04.2021 11:30 - 06.04.2021 11:45,67004,74673
06.04.2021 11:45 - 06.04.2021 12:00,67092,75285
06.04.2021 12:00 - 06.04.2021 12:15,66549,74826
06.04.2021 12:15 - 06.04.2021 12:30,66682,74767
06.04.2021 12:30 - 06.04.2021 12:45,66639,74386
06.04.2021 12:45 - 06.04.2021 13:00,66615,74144
06.04.2021 13:00 - 06.04.2021 13:15,66271,73382
06.04.2021 13:15 - 06.04.2021 13:30,65632,72897
06.04.2021 13:30 - 06.04.2021 13:45,64914,72398
06.04.2021 13:45 - 06.04.2021 14:00,64169,71957
06.04.2021 14:00 - 06.04.2021 14:15,63940,71615
06.04.2021 14:15 - 06.04.2021 14:30,63851,71400
06.04.2021 14:30 - 06.04.2021 14:45,63257,71568
06.04.2021 14:45 - 06.04.2021 15:00,63342,71547
06.04.2021 15:00 - 06.04.2021 15:15,63098,71510
06.04.2021 15:15 - 06.04.2021 15:30,62676,71165
06.04.2021 15:30 - 06.04.2021 15:45,62137,70668
06.04.2021 15:45 - 06.04.2021 16:00,61703,70146
06.04.2021 16:00 - 06.04.2021 16:15,61640,69400
06.04.2021 16:15 - 06.04.2021 16:30,61177,68416
06.04.2021 16:30 - 06.04.2021 16:45,60704,68150
06.04.2021 16:45 - 06.04.2021 17:00,60660,68083
06.04.2021 17:00 - 06.04.2021 17:15,60568,68380
06.04.2021 17:15 - 06.04.2021 17:30,60742,68390
06.04.2021 17:30 - 06.04.2021 17:45,60764,68416
06.04.2021 17:45 - 06.04.2021 18:00,60780,68249
06.04.2021 18:00 - 06.04.2021 18:15,60775,69051
06.04.2021 18:15 - 06.04.2021 18:30,60550,68624
06.04.2021 18:30 - 06.04.2021 18:45,60705,68184
06.04.2021 18:45 - 06.04.2021 19:00,60922,67965
06.04.2021 19:00 - 06.04.2021 19:15,61213,67858
06.04.2021 19:15 - 06.04.2021 19:30,60894,67556
06.04.2021 19:30 - 06.04.2021 19:45,60846,67883
06.04.2021 19:45 - 06.04.2021 20:00,60781,67259
06.04.2021 20:00 - 06.04.2021 20:15,60736,67018
06.04.2021 20:15 - 06.04.2021 20:30,60164,66974
06.04.2021 20:30 - 06.04.2021 20:45,59666,66824
06.04.2021 20:45 - 06.04.2021 21:00,59082,66136
06.04.2021 21:00 - 06.04.2021 21:15,58446,65039
06.04.2021 21:15 - 06.04.2021 21:30,57739,64031
06.04.2021 21:30 - 06.04.2021 21:45,56821,63056
06.04.2021 21:45 - 06.04.2021 22:00,56157,62405
06.04.2021 22:00 - 06.04.2021 22:15,55949,62066
06.04.2021 22:15 - 06.04.2021 22:30,55172,61599
06.04.2021 22:30 - 06.04.2021 22:45,54243,60468
06.04.2021 22:45 - 06.04.2021 23:00,53087,59749
06.04.2021 23:00 - 06.04.2021 23:15,52093,58706
06.04.2021 23:15 - 06.04.2021 23:30,50993,58161
06.04.2021 23:30 - 06.04.2021 23:45,50056,57073
06.04.2021 23:45 - 07.04.2021 00:00,49375,56395
07.04.2021 00:00 - 07.04.2021 00:15,50371,55994
07.04.2021 00:15 - 07.04.2021 00:30,50024,55247
07.04.2021 00:30 - 07.04.2021 00:45,49621,54965
07.04.2021 00:45 - 07.04.2021 01:00,49169,54466
07.04.2021 01:00 - 07.04.2021 01:15,48443,53319
07.04.2021 01:15 - 07.04.2021 01:30,47921,52960
07.04.2021 01:30 - 07.04.2021 01:45,47834,53056
07.04.2021 01:45 - 07.04.2021 02:00,47389,52739
07.04.2021 02:00 - 07.04.2021 02:15,47013,52122
07.04.2021 02:15 - 07.04.2021 02:30,47133,51769
07.04.2021 02:30 - 07.04.2021 02:45,47080,51661
07.04.2021 02:45 - 07.04.2021 03:00,47035,51732
07.04.2021 03:00 - 07.04.2021 03:15,47137,52130
07.04.2021 03:15 - 07.04.2021 03:30,47357,52085
07.04.2021 03:30 - 07.04.2021 03:45,47330,52088
07.04.2021 03:45 - 07.04.2021 04:00,47630,52435
07.04.2021 04:00 - 07.04.2021 04:15,47929,53125
07.04.2021 04:15 - 07.04.2021 04:30,48423,53612
07.04.2021 04:30 - 07.04.2021 04:45,48434,53994
07.04.2021 04:45 - 07.04.2021 05:00,49047,54959
07.04.2021 05:00 - 07.04.2021 05:15,50199,55785
07.04.2021 05:15 - 07.04.2021 05:30,50634,56470
07.04.2021 05:30 - 07.04.2021 05:45,51573,57572
07.04.2021 05:45 - 07.04.2021 06:00,52872,58944
07.04.2021 06:00 - 07.04.2021 06:15,55180,61025
07.04.2021 06:15 - 07.04.2021 06:30,56859,62824
07.04.2021 06:30 - 07.04.2021 06:45,58022,64033
07.04.2021 06:45 - 07.04.2021 07:00,58933,64717
07.04.2021 07:00 - 07.04.2021 07:15,60863,66197
07.04.2021 07:15 - 07.04.2021 07:30,61630,67213
07.04.2021 07:30 - 07.04.2021 07:45,62239,68537
07.04.2021 07:45 - 07.04.2021 08:00,62483,69425
07.04.2021 08:00 - 07.04.2021 08:15,63449,70410
07.04.2021 08:15 - 07.04.2021 08:30,63722,70874
07.04.2021 08:30 - 07.04.2021 08:45,63679,71645
07.04.2021 08:45 - 07.04.2021 09:00,64166,72501
07.04.2021 09:00 - 07.04.2021 09:15,63851,72491
07.04.2021 09:15 - 07.04.2021 09:30,64497,73084
07.04.2021 09:30 - 07.04.2021 09:45,65090,73946
07.04.2021 09:45 - 07.04.2021 10:00,65394,74390
07.04.2021 10:00 - 07.04.2021 10:15,65744,74316
07.04.2021 10:15 - 07.04.2021 10:30,65858,74957
07.04.2021 10:30 - 07.04.2021 10:45,66216,75776
07.04.2021 10:45 - 07.04.2021 11:00,66493,76354
07.04.2021 11:00 - 07.04.2021 11:15,66743,76892
07.04.2021 11:15 - 07.04.2021 11:30,67251,77526
07.04.2021 11:30 - 07.04.2021 11:45,67426,77903
07.04.2021 11:45 - 07.04.2021 12:00,67538,78136
07.04.2021 12:00 - 07.04.2021 12:15,67227,77689
07.04.2021 12:15 - 07.04.2021 12:30,67223,77127
07.04.2021 12:30 - 07.04.2021 12:45,67012,77142
07.04.2021 12:45 - 07.04.2021 13:00,66901,77162
07.04.2021 13:00 - 07.04.2021 13:15,66534,77002
07.04.2021 13:15 - 07.04.2021 13:30,66066,76264
07.04.2021 13:30 - 07.04.2021 13:45,65368,75461
07.04.2021 13:45 - 07.04.2021 14:00,64550,74926
07.04.2021 14:00 - 07.04.2021 14:15,64433,74718
07.04.2021 14:15 - 07.04.2021 14:30,64207,74878
07.04.2021 14:30 - 07.04.2021 14:45,63719,74437
07.04.2021 14:45 - 07.04.2021 15:00,63991,73330
07.04.2021 15:00 - 07.04.2021 15:15,63631,73468
07.04.2021 15:15 - 07.04.2021 15:30,63218,72882
07.04.2021 15:30 - 07.04.2021 15:45,62819,72612
07.04.2021 15:45 - 07.04.2021 16:00,62285,72074
07.04.2021 16:00 - 07.04.2021 16:15,62446,71505
07.04.2021 16:15 - 07.04.2021 16:30,62028,71021
07.04.2021 16:30 - 07.04.2021 16:45,61438,70676
07.04.2021 16:45 - 07.04.2021 17:00,61357,70311
07.04.2021 17:00 - 07.04.2021 17:15,61474,70318
07.04.2021 17:15 - 07.04.2021 17:30,61599,70147
07.04.2021 17:30 - 07.04.2021 17:45,61584,69871
07.04.2021 17:45 - 07.04.2021 18:00,61608,70143
07.04.2021 18:00 - 07.04.2021 18:15,61726,70376
07.04.2021 18:15 - 07.04.2021 18:30,61679,70279
